prompt_template,condition_a,condition_b,passive_choice_rate_a,passive_choice_rate_b,passive_choice_rate_diff_b_minus_a,active_choice_rate_a,active_choice_rate_b,active_choice_rate_diff_b_minus_a,mean_logprob_a,mean_logprob_b,mean_logprob_diff_b_minus_a
processing_teacher_forced,active,filler,0.9778846153846154,0.99375,0.01586538461538467,0.022115384615384617,0.00625,-0.015865384615384615,1.1017049984799492,1.5418608625365993,0.4401558640566501
processing_teacher_forced,active,no_prime_empty,0.9778846153846154,0.9966346153846154,0.018750000000000044,0.022115384615384617,0.0033653846153846156,-0.018750000000000003,1.1017049984799492,1.2670342117020352,0.16532921322208605
processing_teacher_forced,active,no_prime_eos,0.9778846153846154,0.9855769230769231,0.007692307692307776,0.022115384615384617,0.014423076923076924,-0.007692307692307693,1.1017049984799492,1.5306270222233038,0.42892202374335464
processing_teacher_forced,active,passive,0.9778846153846154,1.0,0.022115384615384648,0.022115384615384617,0.0,-0.022115384615384617,1.1017049984799492,1.7388704530448995,0.6371654545649503
processing_teacher_forced,no_prime_empty,filler,0.9966346153846154,0.99375,-0.0028846153846153744,0.0033653846153846156,0.00625,0.0028846153846153848,1.2670342117020352,1.5418608625365993,0.27482665083456403
processing_teacher_forced,no_prime_eos,filler,0.9855769230769231,0.99375,0.008173076923076894,0.014423076923076924,0.00625,-0.008173076923076924,1.5306270222233038,1.5418608625365993,0.01123384031329544
processing_teacher_forced,no_prime_eos,no_prime_empty,0.9855769230769231,0.9966346153846154,0.011057692307692268,0.014423076923076924,0.0033653846153846156,-0.011057692307692308,1.5306270222233038,1.2670342117020352,-0.2635928105212686
processing_teacher_forced,passive,filler,1.0,0.99375,-0.006249999999999978,0.0,0.00625,0.00625,1.7388704530448995,1.5418608625365993,-0.19700959050830025
processing_teacher_forced,passive,no_prime_empty,1.0,0.9966346153846154,-0.0033653846153846034,0.0,0.0033653846153846156,0.0033653846153846156,1.7388704530448995,1.2670342117020352,-0.4718362413428643
processing_teacher_forced,passive,no_prime_eos,1.0,0.9855769230769231,-0.014423076923076872,0.0,0.014423076923076924,0.014423076923076924,1.7388704530448995,1.5306270222233038,-0.2082434308215957
