item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator,active_choice_indicator,active_minus_passive_logprob,dataset_id,dataset_label,model_family,variant,condition_key,comparison_condition,response_choice,response_logprob
0,processing_teacher_forced,active,active,a soldier understands a son .,a girl drags a guest .,a guest is dragged by a girl .,a soldier understands a son .,full_sentence_processing,-5.142857142857143,-5.265625,-0.12276785714285676,-36,-42.125,-6.125,7,8,active,0,1,0.12276785714285676,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,1,0.12276785714285676
0,processing_teacher_forced,filler,filler,The witness paused near the doorway .,a girl drags a guest .,a guest is dragged by a girl .,The witness paused near the doorway .,full_sentence_processing,-5.915178571428571,-5.20703125,0.7081473214285712,-41.40625,-41.65625,-0.25,7,8,passive,1,0,-0.7081473214285712,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-0.7081473214285712
1,processing_teacher_forced,active,active,a daughter strikes a doctor .,a student beats a teacher .,a teacher is beaten by a student .,a daughter strikes a doctor .,full_sentence_processing,-3.15625,-2.47265625,0.68359375,-18.9375,-19.78125,-0.84375,6,8,passive,1,0,-0.68359375,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-0.68359375
1,processing_teacher_forced,filler,filler,The kettle whistled in the kitchen .,a student beats a teacher .,a teacher is beaten by a student .,The kettle whistled in the kitchen .,full_sentence_processing,-6.130208333333333,-4.1328125,1.997395833333333,-36.78125,-33.0625,3.71875,6,8,passive,1,0,-1.997395833333333,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-1.997395833333333
2,processing_teacher_forced,active,active,an actor protects an actress .,a mayor kills a minister .,a minister is killed by a mayor .,an actor protects an actress .,full_sentence_processing,-4.880208333333333,-4.2734375,0.606770833333333,-29.28125,-34.1875,-4.90625,6,8,passive,1,0,-0.606770833333333,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-0.606770833333333
2,processing_teacher_forced,filler,filler,The sculpture stood in the hallway .,a mayor kills a minister .,a minister is killed by a mayor .,The sculpture stood in the hallway .,full_sentence_processing,-6.322916666666667,-5.23046875,1.092447916666667,-37.9375,-41.84375,-3.90625,6,8,passive,1,0,-1.092447916666667,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-1.092447916666667
3,processing_teacher_forced,active,active,a cop kills a cousin .,a hero hurries a husband .,a husband is hurried by a hero .,a cop kills a cousin .,full_sentence_processing,-5.852678571428571,-5.5390625,0.3136160714285712,-40.96875,-44.3125,-3.34375,7,8,passive,1,0,-0.3136160714285712,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-0.3136160714285712
3,processing_teacher_forced,filler,filler,The tourist wandered through the plaza .,a hero hurries a husband .,a husband is hurried by a hero .,The tourist wandered through the plaza .,full_sentence_processing,-7.191964285714286,-6.6640625,0.5279017857142856,-50.34375,-53.3125,-2.96875,7,8,passive,1,0,-0.5279017857142856,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-0.5279017857142856
4,processing_teacher_forced,active,active,a lawyer bothers a leader .,a hero judges a husband .,a husband is judged by a hero .,a lawyer bothers a leader .,full_sentence_processing,-5.609375,-4.76171875,0.84765625,-33.65625,-38.09375,-4.4375,6,8,passive,1,0,-0.84765625,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-0.84765625
4,processing_teacher_forced,filler,filler,The traveler rested beside the river .,a hero judges a husband .,a husband is judged by a hero .,The traveler rested beside the river .,full_sentence_processing,-7.270833333333333,-5.85546875,1.415364583333333,-43.625,-46.84375,-3.21875,6,8,passive,1,0,-1.415364583333333,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-1.415364583333333
5,processing_teacher_forced,active,active,a parent hurries a partner .,a champion drags a chief .,a chief is dragged by a champion .,a parent hurries a partner .,full_sentence_processing,-4.8125,-4.7890625,0.0234375,-33.6875,-38.3125,-4.625,7,8,passive,1,0,-0.0234375,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-0.0234375
5,processing_teacher_forced,filler,filler,The package arrived before noon .,a champion drags a chief .,a chief is dragged by a champion .,The package arrived before noon .,full_sentence_processing,-6.642857142857143,-6.23828125,0.4045758928571432,-46.5,-49.90625,-3.40625,7,8,passive,1,0,-0.4045758928571432,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-0.4045758928571432
6,processing_teacher_forced,active,active,a champion forgives a chief .,a parent destroys a partner .,a partner is destroyed by a parent .,a champion forgives a chief .,full_sentence_processing,-5.458333333333333,-4.25,1.208333333333333,-32.75,-34,-1.25,6,8,passive,1,0,-1.208333333333333,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-1.208333333333333
6,processing_teacher_forced,filler,filler,The package arrived before noon .,a parent destroys a partner .,a partner is destroyed by a parent .,The package arrived before noon .,full_sentence_processing,-7.088541666666667,-5.4765625,1.611979166666667,-42.53125,-43.8125,-1.28125,6,8,passive,1,0,-1.611979166666667,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-1.611979166666667
7,processing_teacher_forced,active,active,a cop strikes a cousin .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a cop strikes a cousin .,full_sentence_processing,-5.46875,-4.79296875,0.67578125,-32.8125,-38.34375,-5.53125,6,8,passive,1,0,-0.67578125,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-0.67578125
7,processing_teacher_forced,filler,filler,The blanket dried on the line .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,The blanket dried on the line .,full_sentence_processing,-6.583333333333333,-5.4453125,1.138020833333333,-39.5,-43.5625,-4.0625,6,8,passive,1,0,-1.138020833333333,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-1.138020833333333
8,processing_teacher_forced,active,active,a cousin asks a daughter .,a leader chases a man .,a man is chased by a leader .,a cousin asks a daughter .,full_sentence_processing,-4.633928571428571,-4.2734375,0.3604910714285712,-32.4375,-34.1875,-1.75,7,8,passive,1,0,-0.3604910714285712,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-0.3604910714285712
8,processing_teacher_forced,filler,filler,The teacher listened during assembly .,a leader chases a man .,a man is chased by a leader .,The teacher listened during assembly .,full_sentence_processing,-5.276785714285714,-4.54296875,0.7338169642857144,-36.9375,-36.34375,0.59375,7,8,passive,1,0,-0.7338169642857144,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-0.7338169642857144
9,processing_teacher_forced,active,active,a singer washes a soldier .,a president teaches a priest .,a priest is taught by a president .,a singer washes a soldier .,full_sentence_processing,-4.466145833333333,-3.91796875,0.548177083333333,-26.796875,-31.34375,-4.546875,6,8,passive,1,0,-0.548177083333333,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-0.548177083333333
9,processing_teacher_forced,filler,filler,The lantern glowed near sunset .,a president teaches a priest .,a priest is taught by a president .,The lantern glowed near sunset .,full_sentence_processing,-6.651041666666667,-5.13671875,1.514322916666667,-39.90625,-41.09375,-1.1875,6,8,passive,1,0,-1.514322916666667,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,filler,0,-1.514322916666667
10,processing_teacher_forced,active,active,a boy bothers a brother .,a winner understands a woman .,a woman is understood by a winner .,a boy bothers a brother .,full_sentence_processing,-5.859375,-4.9140625,0.9453125,-35.15625,-39.3125,-4.15625,6,8,passive,1,0,-0.9453125,llama_strict_core,LLaMA lexically controlled CORE,llama,strict_control,core_core,active,0,-0.9453125
