dataset_id,dataset_label,analysis_id,analysis_group,measure,direction,question,reference_condition,target_condition,observed_reference,observed_target,observed_target_minus_reference,emmean_reference,emmean_target,emmean_reference_ci_low,emmean_reference_ci_high,emmean_target_ci_low,emmean_target_ci_high,fixed_effect_estimate,fixed_effect_ci_low,fixed_effect_ci_high,fixed_effect_statistic,fixed_effect_p,model_error
llama_strict_core,LLaMA lexically controlled CORE,overall_prime_active_vs_passive,overall_prime_contrast,choice,passive,Does a passive prime yield more passive preference than an active prime?,active,passive,0.8903846153846153,0.9990384615384615,0.10865384615384621,0.999996252016445,0.9999999999999063,0.9999962446287506,0.9999962593896061,0.9999999999999061,0.9999999999999998,17.504471018352856,17.50240836291694,17.506533673788773,16632.99267875926,0,NA
llama_strict_core,LLaMA lexically controlled CORE,baseline_eos_vs_empty,baseline_bias,choice,passive,Is the empty baseline more passive-biased than the EOS baseline?,no_prime_eos,no_prime_empty,0.9653846153846155,0.96875,0.0033653846153844924,0.9999519447770215,0.9999691816349487,0.9998735432571042,0.9999817392719169,0.9999117128563716,0.9999892426455951,0.44425728568816414,-0.260020228872884,1.1485348002492124,1.2363425806104544,0.21633124973849993,NA
llama_strict_core,LLaMA lexically controlled CORE,baseline_eos_vs_filler,baseline_bias,choice,passive,Is the filler baseline more passive-biased than the EOS baseline?,no_prime_eos,filler,0.9653846153846155,0.9725961538461538,0.007211538461538325,0.9999042536421769,0.9999577027582448,0.9997686544298785,0.9999603768669241,0.9998815003754606,0.9999849031674799,0.8170341645480673,0.15032282346260217,1.4837455056335325,2.4018753514014506,0.0163112654121241,NA
llama_strict_core,LLaMA lexically controlled CORE,baseline_empty_vs_filler,baseline_bias,choice,passive,Is the filler baseline more passive-biased than the empty baseline?,no_prime_empty,filler,0.96875,0.9725961538461538,0.0038461538461538325,0.9999497164936804,0.9999706134435281,0.9998652624830544,0.9999812353885624,0.9999124826649479,0.9999901329678824,0.5371607080372505,-0.19022867295275803,1.264550089027259,1.4473893476835173,0.14778790751307566,NA
llama_strict_core,LLaMA lexically controlled CORE,active_priming_vs_no_prime_eos,active_priming,choice,active,Does an active prime increase active preference relative to the EOS baseline?,no_prime_eos,active,0.03461538461538449,0.10961538461538456,0.07500000000000007,6.729716775425996e-9,2.9764114443392326e-5,1.6186726324543939e-9,2.7979151706472734e-8,1.3262576115916107e-5,6.679579533184986e-5,8.394555432482807,7.549018544813255,9.24009232015236,19.45867359996413,2.4607116412747926e-84,NA
llama_strict_core,LLaMA lexically controlled CORE,active_priming_vs_no_prime_empty,active_priming,choice,active,Does an active prime increase active preference relative to the empty baseline?,no_prime_empty,active,0.03125,0.10961538461538456,0.07836538461538456,2.570790720433838e-9,2.1989925196184512e-5,3.4166177201390594e-10,1.9343588816489368e-8,9.06164104601679e-6,5.3362066388781376e-5,9.054148144513583,7.666003216046432,10.442293072980734,12.783826753257282,2.0188639444411904e-37,NA
llama_strict_core,LLaMA lexically controlled CORE,active_priming_vs_filler,active_priming,choice,active,Does an active prime increase active preference relative to the filler baseline?,filler,active,0.027403846153846143,0.10961538461538456,0.08221153846153842,5.904673602279813e-10,1.3971080315952814e-5,1.2148651257249546e-10,2.8698799190184783e-9,5.748603848152753e-6,3.3954120814243565e-5,10.071599670660193,9.122786260408803,11.020413080911583,20.804904745148256,3.907356180928e-96,NA
llama_strict_core,LLaMA lexically controlled CORE,passive_priming_vs_no_prime_eos,passive_priming,choice,passive,Does a passive prime increase passive preference relative to the EOS baseline?,no_prime_eos,passive,0.9653846153846155,0.9990384615384615,0.033653846153846034,0.9653846171673928,0.9990384611008074,0.9566089808793997,0.9724365604086048,0.9961642821525627,0.9997594811356286,3.6177851203562628,2.211544812843689,5.024025427868836,5.042330604394071,4.59895823750182e-7,NA
llama_strict_core,LLaMA lexically controlled CORE,passive_priming_vs_no_prime_empty,passive_priming,choice,passive,Does a passive prime increase passive preference relative to the empty baseline?,no_prime_empty,passive,0.96875,0.9990384615384615,0.030288461538461542,0.9687499993225421,0.9990384614877696,0.9603422183827943,0.9754208825098518,0.9961662691412899,0.999759356220779,3.51202675622175,2.1042845771475243,4.919768935295976,4.8897064087846145,1.0098648178113282e-6,NA
llama_strict_core,LLaMA lexically controlled CORE,passive_priming_vs_filler,passive_priming,choice,passive,Does a passive prime increase passive preference relative to the filler baseline?,filler,passive,0.9725961538461538,0.9990384615384615,0.02644230769230771,0.9725961534088491,0.9990384615048674,0.9646358961554439,0.9788039738967896,0.99616323021514,0.9997595475195591,3.376728403201948,1.9652071746318898,4.788249631772006,4.688747092067399,2.7488286090467577e-6,NA
