prompt_template,condition_a,condition_b,passive_choice_rate_a,passive_choice_rate_b,passive_choice_rate_diff_b_minus_a,active_choice_rate_a,active_choice_rate_b,active_choice_rate_diff_b_minus_a,mean_logprob_a,mean_logprob_b,mean_logprob_diff_b_minus_a
processing_teacher_forced,active,filler,0.8346153846153846,0.99375,0.15913461538461537,0.16538461538461538,0.00625,-0.15913461538461537,0.4692828500299954,1.5418608131498934,1.072577963119898
processing_teacher_forced,active,no_prime_empty,0.8346153846153846,0.9966346153846154,0.16201923076923075,0.16538461538461538,0.0033653846153846156,-0.16201923076923078,0.4692828500299954,1.2670308582875902,0.7977480082575947
processing_teacher_forced,active,no_prime_eos,0.8346153846153846,0.9855769230769231,0.15096153846153848,0.16538461538461538,0.014423076923076924,-0.15096153846153845,0.4692828500299954,1.530622344921651,1.0613394948916555
processing_teacher_forced,active,passive,0.8346153846153846,1.0,0.16538461538461535,0.16538461538461538,0.0,-0.16538461538461538,0.4692828500299954,1.954839280842643,1.4855564308126474
processing_teacher_forced,no_prime_empty,filler,0.9966346153846154,0.99375,-0.0028846153846153744,0.0033653846153846156,0.00625,0.0028846153846153848,1.2670308582875902,1.5418608131498934,0.2748299548623032
processing_teacher_forced,no_prime_eos,filler,0.9855769230769231,0.99375,0.008173076923076894,0.014423076923076924,0.00625,-0.008173076923076924,1.530622344921651,1.5418608131498934,0.011238468228242482
processing_teacher_forced,no_prime_eos,no_prime_empty,0.9855769230769231,0.9966346153846154,0.011057692307692268,0.014423076923076924,0.0033653846153846156,-0.011057692307692308,1.530622344921651,1.2670308582875902,-0.26359148663406073
processing_teacher_forced,passive,filler,1.0,0.99375,-0.006249999999999978,0.0,0.00625,0.00625,1.954839280842643,1.5418608131498934,-0.4129784676927495
processing_teacher_forced,passive,no_prime_empty,1.0,0.9966346153846154,-0.0033653846153846034,0.0,0.0033653846153846156,0.0033653846153846156,1.954839280842643,1.2670308582875902,-0.6878084225550527
processing_teacher_forced,passive,no_prime_eos,1.0,0.9855769230769231,-0.014423076923076872,0.0,0.014423076923076924,0.014423076923076924,1.954839280842643,1.530622344921651,-0.42421693592099197
