prompt_template,condition_a,condition_b,passive_choice_rate_a,passive_choice_rate_b,passive_choice_rate_diff_b_minus_a,active_choice_rate_a,active_choice_rate_b,active_choice_rate_diff_b_minus_a,mean_logprob_a,mean_logprob_b,mean_logprob_diff_b_minus_a
another_event,active,filler,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,-1.2317572832107544,-1.1905125280221303,0.04124475518862414
another_event,active,no_prime_eos,0.16666666666666666,0.25,0.08333333333333334,0.8333333333333334,0.75,-0.08333333333333337,-1.2317572832107544,-0.9798111716906229,0.25194611152013147
another_event,active,passive,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,-1.2317572832107544,-1.5589747031529744,-0.32721741994222
another_event,no_prime_eos,filler,0.25,0.16666666666666666,-0.08333333333333334,0.75,0.8333333333333334,0.08333333333333337,-0.9798111716906229,-1.1905125280221303,-0.21070135633150733
another_event,passive,filler,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,-1.5589747031529744,-1.1905125280221303,0.3684621751308441
another_event,passive,no_prime_eos,0.16666666666666666,0.25,0.08333333333333334,0.8333333333333334,0.75,-0.08333333333333337,-1.5589747031529744,-0.9798111716906229,0.5791635314623514
cue_list,active,filler,0.08333333333333333,0.4166666666666667,0.33333333333333337,0.9166666666666666,0.5833333333333334,-0.33333333333333326,-1.6129103501637776,-0.6285233696301779,0.9843869805335997
cue_list,active,no_prime_eos,0.08333333333333333,0.5833333333333334,0.5,0.9166666666666666,0.4166666666666667,-0.49999999999999994,-1.6129103501637776,0.23426127433776855,1.8471716245015461
cue_list,active,passive,0.08333333333333333,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,0.0,-1.6129103501637776,-1.8670782248179119,-0.25416787465413426
cue_list,no_prime_eos,filler,0.5833333333333334,0.4166666666666667,-0.16666666666666669,0.4166666666666667,0.5833333333333334,0.16666666666666669,0.23426127433776855,-0.6285233696301779,-0.8627846439679464
cue_list,passive,filler,0.08333333333333333,0.4166666666666667,0.33333333333333337,0.9166666666666666,0.5833333333333334,-0.33333333333333326,-1.8670782248179119,-0.6285233696301779,1.2385548551877341
cue_list,passive,no_prime_eos,0.08333333333333333,0.5833333333333334,0.5,0.9166666666666666,0.4166666666666667,-0.49999999999999994,-1.8670782248179119,0.23426127433776855,2.1013394991556806
same_kind_event,active,filler,0.3333333333333333,0.25,-0.08333333333333331,0.6666666666666666,0.75,0.08333333333333337,-0.8009898066520691,-0.7106248339017233,0.09036497275034583
same_kind_event,active,no_prime_eos,0.3333333333333333,0.4166666666666667,0.08333333333333337,0.6666666666666666,0.5833333333333334,-0.08333333333333326,-0.8009898066520691,-0.5630838871002197,0.23790591955184937
same_kind_event,active,passive,0.3333333333333333,0.25,-0.08333333333333331,0.6666666666666666,0.75,0.08333333333333337,-0.8009898066520691,-1.2331624031066895,-0.43217259645462036
same_kind_event,no_prime_eos,filler,0.4166666666666667,0.25,-0.16666666666666669,0.5833333333333334,0.75,0.16666666666666663,-0.5630838871002197,-0.7106248339017233,-0.14754094680150354
same_kind_event,passive,filler,0.25,0.25,0.0,0.75,0.75,0.0,-1.2331624031066895,-0.7106248339017233,0.5225375692049662
same_kind_event,passive,no_prime_eos,0.25,0.4166666666666667,0.16666666666666669,0.75,0.5833333333333334,-0.16666666666666663,-1.2331624031066895,-0.5630838871002197,0.6700785160064697
