dataset_id,dataset_label,analysis_id,analysis_group,measure,direction,question,reference_condition,target_condition,observed_reference,observed_target,observed_target_minus_reference,emmean_reference,emmean_target,emmean_reference_ci_low,emmean_reference_ci_high,emmean_target_ci_low,emmean_target_ci_high,fixed_effect_estimate,fixed_effect_ci_low,fixed_effect_ci_high,fixed_effect_statistic,fixed_effect_p,model_error
gpt2_strict_core,GPT-2 strict-control CORE,overall_prime_active_vs_passive,overall_prime_contrast,logprob,passive,Does a passive prime yield more passive preference than an active prime?,active,passive,1.101704998479949,1.7388704530448995,0.6371654545649506,1.1017049984798941,1.738870453044842,1.0806357803780067,1.1227742165817816,1.7178012349429546,1.7599396711467294,0.6371654545649478,0.6247622608227029,0.6495686483071926,100.74411733582717,0,NA
gpt2_strict_core,GPT-2 strict-control CORE,baseline_eos_vs_empty,baseline_bias,logprob,passive,Is the empty baseline more passive-biased than the EOS baseline?,no_prime_eos,no_prime_empty,1.5306270222233038,1.2670342117020352,-0.2635928105212686,1.5306270222232774,1.2670342117020152,1.5068280858641847,1.55442595858237,1.2432352753429226,1.290833148061108,-0.26359281052126227,-0.277668695381368,-0.24951692566115652,-36.72475078547333,5.230517477284524e-228,NA
gpt2_strict_core,GPT-2 strict-control CORE,baseline_eos_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the EOS baseline?,no_prime_eos,filler,1.5306270222233038,1.5418608625365993,0.01123384031329544,1.5306270222232308,1.5418608625365315,1.5049754213274846,1.556278623118977,1.5162092616407854,1.5675124634322777,0.011233840313300691,-0.0059267809326692625,0.028394461559270646,1.28379666280436,0.19935617174128117,NA
gpt2_strict_core,GPT-2 strict-control CORE,baseline_empty_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the empty baseline?,no_prime_empty,filler,1.2670342117020352,1.5418608625365993,0.27482665083456403,1.2670342117019537,1.5418608625365249,1.2438961331988414,1.290172290205066,1.5187227840334125,1.5649989410396372,0.2748266508345711,0.26036003615553616,0.289293265513606,37.255717651822344,3.720940267562327e-233,NA
gpt2_strict_core,GPT-2 strict-control CORE,active_priming_vs_no_prime_eos,active_priming,logprob,active,Does an active prime increase active preference relative to the EOS baseline?,no_prime_eos,active,-1.5306270222233038,-1.101704998479949,0.42892202374335486,-1.5306270222232707,-1.1017049984799214,-1.5542930822763583,-1.5069609621701832,-1.125371058533009,-1.0780389384268338,0.42892202374334926,0.41143721747675677,0.44640683000994175,48.10813533832805,0,NA
gpt2_strict_core,GPT-2 strict-control CORE,active_priming_vs_no_prime_empty,active_priming,logprob,active,Does an active prime increase active preference relative to the empty baseline?,no_prime_empty,active,-1.2670342117020352,-1.101704998479949,0.16532921322208627,-1.267034211702049,-1.1017049984799623,-1.287949480484989,-1.246118942919109,-1.1226202672629022,-1.0807897296970224,0.16532921322208663,0.15102992048705297,0.1796285059571203,22.67441255115933,6.8087302430659955e-102,NA
gpt2_strict_core,GPT-2 strict-control CORE,active_priming_vs_filler,active_priming,logprob,active,Does an active prime increase active preference relative to the filler baseline?,filler,active,-1.5418608625365993,-1.101704998479949,0.4401558640566503,-1.5418608625366073,-1.1017049984799612,-1.5648622483499104,-1.5188594767233041,-1.1247063842932643,-1.078703612666658,0.440155864056646,0.42404325849422275,0.4562684696190692,53.57247598143525,0,NA
gpt2_strict_core,GPT-2 strict-control CORE,passive_priming_vs_no_prime_eos,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the EOS baseline?,no_prime_eos,passive,1.5306270222233038,1.7388704530448995,0.2082434308215957,1.5306270222232787,1.7388704530448749,1.5066926773447893,1.5545613671017682,1.7149361081663854,1.7628047979233643,0.20824343082159624,0.19068016423163703,0.22580669741155546,23.252358971894196,1.6859867024711338e-106,NA
gpt2_strict_core,GPT-2 strict-control CORE,passive_priming_vs_no_prime_empty,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the empty baseline?,no_prime_empty,passive,1.2670342117020352,1.7388704530448995,0.4718362413428643,1.267034211702028,1.7388704530448928,1.2458158487648312,1.2882525746392246,1.7176520901076962,1.7600888159820895,0.471836241342865,0.45727046815030165,0.48640201453542836,63.52705969048854,0,NA
gpt2_strict_core,GPT-2 strict-control CORE,passive_priming_vs_filler,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the filler baseline?,filler,passive,1.5418608625365993,1.7388704530448995,0.19700959050830025,1.5418608625365593,1.7388704530448578,1.5185835298826365,1.5651381951904821,1.715593120390935,1.7621477856987806,0.19700959050829844,0.18065992726146285,0.21335925375513404,23.63086170851948,1.4913061519725672e-109,NA
