dataset_id,dataset_label,analysis_id,analysis_group,measure,direction,question,reference_condition,target_condition,observed_reference,observed_target,observed_target_minus_reference,emmean_reference,emmean_target,emmean_reference_ci_low,emmean_reference_ci_high,emmean_target_ci_low,emmean_target_ci_high,fixed_effect_estimate,fixed_effect_ci_low,fixed_effect_ci_high,fixed_effect_statistic,fixed_effect_p,model_error
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,overall_prime_active_vs_passive,overall_prime_contrast,logprob,passive,Does a passive prime yield more passive preference than an active prime?,active,passive,0.3520878006878163,0.6308704389884456,0.2787826383006293,0.352087800687825,0.6308704389884578,0.3434631925886092,0.36071240878704086,0.622245830889242,0.6394950470876737,0.2787826383006328,0.2726528699912982,0.2849124066099675,89.19133543795304,0,NA
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,baseline_eos_vs_empty,baseline_bias,logprob,passive,Is the empty baseline more passive-biased than the EOS baseline?,no_prime_eos,no_prime_empty,0.5396184633967926,0.5099953991082746,-0.02962306428851802,0.5396184633968049,0.509995399108283,0.5260007794579455,0.5532361473356642,0.49637771516942364,0.5236130830471423,-0.029623064288521923,-0.04117892825079252,-0.018067200326251323,-5.027227774533154,5.40221679139412e-7,NA
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,baseline_eos_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the EOS baseline?,no_prime_eos,filler,0.5396184633967926,0.431368008088537,-0.10825045530825567,0.5396184633968089,0.4313680080885484,0.5278260703329181,0.5514108564606996,0.41957561502465757,0.44316040115243927,-0.10825045530826043,-0.11921270551556912,-0.09728820510095174,-19.36560296219685,6.0251600580519916e-77,NA
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,baseline_empty_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the empty baseline?,no_prime_empty,filler,0.5099953991082746,0.431368008088537,-0.07862739101973765,0.5099953991082758,0.4313680080885344,0.4983574367070658,0.5216333615094859,0.41973004568732436,0.4430059704897445,-0.07862739101974141,-0.09078941410595857,-0.06646536793352424,-12.678534132389828,1.5509886277670757e-35,NA
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,active_priming_vs_no_prime_eos,active_priming,logprob,active,Does an active prime increase active preference relative to the EOS baseline?,no_prime_eos,active,-0.5396184633967926,-0.3520878006878163,0.18753066270897634,-0.5396184633967915,-0.3520878006878134,-0.5512653600651101,-0.527971566728473,-0.36373469735613195,-0.3404409040194949,0.18753066270897814,0.175076309295376,0.1999850161225803,29.529228826274046,2.4418200287769702e-160,NA
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,active_priming_vs_no_prime_empty,active_priming,logprob,active,Does an active prime increase active preference relative to the empty baseline?,no_prime_empty,active,-0.5099953991082746,-0.3520878006878163,0.15790759842045832,-0.5099953991082784,-0.3520878006878199,-0.5214859098647594,-0.4985048883517974,-0.3635783114443009,-0.3405972899313389,0.15790759842045848,0.1448490567336176,0.17096614010729938,23.71424765415292,3.141268473067558e-110,NA
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,active_priming_vs_filler,active_priming,logprob,active,Does an active prime increase active preference relative to the filler baseline?,filler,active,-0.431368008088537,-0.3520878006878163,0.07928020740072067,-0.4313680080885345,-0.3520878006878136,-0.4406227937498134,-0.4221132224272556,-0.3613425863490925,-0.3428330150265347,0.07928020740072088,0.07107568836867764,0.08748472643276411,18.950150049971622,5.3192564688294225e-74,NA
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,passive_priming_vs_no_prime_eos,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the EOS baseline?,no_prime_eos,passive,0.5396184633967926,0.6308704389884456,0.09125197559165299,0.5396184633967925,0.6308704389884503,0.5283138917697415,0.5509230350238435,0.6195658673613993,0.6421750106155013,0.09125197559165782,0.07861884026148858,0.10388511092182706,14.165507209714571,1.485957820269286e-43,NA
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,passive_priming_vs_no_prime_empty,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the empty baseline?,no_prime_empty,passive,0.5099953991082746,0.6308704389884456,0.12087503988017101,0.5099953991082709,0.630870438988445,0.49885201652881384,0.5211387816877279,0.619727056408988,0.642013821567902,0.12087503988017415,0.10769923253833877,0.13405084722200952,17.991210991582122,2.2518895939956927e-67,NA
gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,passive_priming_vs_filler,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the filler baseline?,filler,passive,0.431368008088537,0.6308704389884456,0.19950243089990866,0.4313680080885457,0.6308704389884585,0.42254790628858796,0.44018810988850343,0.6220503371885008,0.6396905407884163,0.1995024308999128,0.1913907745723714,0.20761408722745417,48.232486546573895,0,NA
