item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator,active_choice_indicator,active_minus_passive_logprob,dataset_id,dataset_label,model_family,variant,condition_key,comparison_condition,response_choice,response_logprob
0,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,a vrepimpav drupemzired a smevakkul .,a smevakkul was drupemzired by a vrepimpav .,NA,full_sentence_processing,-7.486387365004596,-6.78523736251028,0.701150002494316,-127.26858520507812,-128.9195098876953,-1.6509246826171875,17,19,passive,1,0,-0.701150002494316,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,no_prime_empty,1,0.701150002494316
0,processing_teacher_forced,filler,filler,The nasker plodded near hulven .,a vrepimpav drupemzired a smevakkul .,a smevakkul was drupemzired by a vrepimpav .,The nasker plodded near hulven .,full_sentence_processing,-7.635900160845588,-7.054683484529194,0.5812166763163935,-129.810302734375,-134.0389862060547,-4.2286834716796875,17,19,passive,1,0,-0.5812166763163935,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,filler,1,0.5812166763163935
1,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,the grivarbav zranorzirs the frazemzom .,the frazemzom is zranorzired by the grivarbav .,NA,full_sentence_processing,-7.590935202205882,-6.9949292634662825,0.5960059387395997,-129.0458984375,-132.90365600585938,-3.857757568359375,17,19,passive,1,0,-0.5960059387395997,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,no_prime_empty,1,0.5960059387395997
1,processing_teacher_forced,filler,filler,The drabble quisted in varlen .,the grivarbav zranorzirs the frazemzom .,the frazemzom is zranorzired by the grivarbav .,The drabble quisted in varlen .,full_sentence_processing,-7.458694009219899,-7.073372288754112,0.3853217204657868,-126.79779815673828,-134.39407348632812,-7.596275329589844,17,19,passive,1,0,-0.3853217204657868,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,filler,1,0.3853217204657868
2,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,the vrakudmur drupemzired the kvezemzom .,the kvezemzom was drupemzired by the vrakudmur .,NA,full_sentence_processing,-7.697179457720588,-7.006552445261102,0.690627012459486,-130.85205078125,-133.12449645996094,-2.2724456787109375,17,19,passive,1,0,-0.690627012459486,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,no_prime_empty,1,0.690627012459486
2,processing_teacher_forced,filler,filler,The plinter drossed in marven .,the vrakudmur drupemzired the kvezemzom .,the kvezemzom was drupemzired by the vrakudmur .,The plinter drossed in marven .,full_sentence_processing,-7.840298820944393,-6.995319567228618,0.844979253715775,-133.2850799560547,-132.91107177734375,0.3740081787109375,17,19,passive,1,0,-0.844979253715775,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,filler,1,0.844979253715775
3,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,NA,full_sentence_processing,-7.979119777679443,-7.270362006293403,0.7087577713860407,-127.6659164428711,-130.86651611328125,-3.200599670410156,16,18,passive,1,0,-0.7087577713860407,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,no_prime_empty,1,0.7087577713860407
3,processing_teacher_forced,filler,filler,The claven morged through selven .,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,The claven morged through selven .,full_sentence_processing,-7.54122257232666,-7.180004543728298,0.36121802859836194,-120.65956115722656,-129.24008178710938,-8.5805206298828125,16,18,passive,1,0,-0.36121802859836194,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,filler,1,0.36121802859836194
4,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,NA,full_sentence_processing,-7.219141960144043,-6.698886871337891,0.5202550888061523,-115.50627136230467,-120.57996368408205,-5.073692321777344,16,18,passive,1,0,-0.5202550888061523,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,no_prime_empty,1,0.5202550888061523
4,processing_teacher_forced,filler,filler,The trassel fented beside murven .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,The trassel fented beside murven .,full_sentence_processing,-7.348359107971191,-6.731000264485677,0.6173588434855146,-117.57374572753906,-121.1580047607422,-3.584259033203125,16,18,passive,1,0,-0.6173588434855146,gpt2_strict_jabberwocky,GPT-2 strict-control Jabberwocky,gpt2-large,strict_control,jabberwocky_jabberwocky,filler,1,0.6173588434855146
