prompt_template,condition_a,condition_b,passive_choice_rate_a,passive_choice_rate_b,passive_choice_rate_diff_b_minus_a,active_choice_rate_a,active_choice_rate_b,active_choice_rate_diff_b_minus_a,mean_logprob_a,mean_logprob_b,mean_logprob_diff_b_minus_a
processing_teacher_forced,active,filler,0.8903846153846153,0.9725961538461538,0.0822115384615385,0.10961538461538461,0.027403846153846154,-0.08221153846153846,0.6695756633232219,1.135012964195093,0.4654373008718711
processing_teacher_forced,active,no_prime_empty,0.8903846153846153,0.96875,0.07836538461538467,0.10961538461538461,0.03125,-0.07836538461538461,0.6695756633232219,1.2676283780238857,0.5980527147006638
processing_teacher_forced,active,no_prime_eos,0.8903846153846153,0.9653846153846154,0.07500000000000007,0.10961538461538461,0.03461538461538462,-0.075,0.6695756633232219,1.3939788363762975,0.7244031730530756
processing_teacher_forced,active,passive,0.8903846153846153,0.9990384615384615,0.10865384615384621,0.10961538461538461,0.0009615384615384616,-0.10865384615384616,0.6695756633232219,1.371847643729968,0.7022719804067461
processing_teacher_forced,no_prime_empty,filler,0.96875,0.9725961538461538,0.0038461538461538325,0.03125,0.027403846153846154,-0.0038461538461538464,1.2676283780238857,1.135012964195093,-0.13261541382879272
processing_teacher_forced,no_prime_eos,filler,0.9653846153846154,0.9725961538461538,0.007211538461538436,0.03461538461538462,0.027403846153846154,-0.007211538461538464,1.3939788363762975,1.135012964195093,-0.2589658721812045
processing_teacher_forced,no_prime_eos,no_prime_empty,0.9653846153846154,0.96875,0.0033653846153846034,0.03461538461538462,0.03125,-0.0033653846153846173,1.3939788363762975,1.2676283780238857,-0.12635045835241177
processing_teacher_forced,passive,filler,0.9990384615384615,0.9725961538461538,-0.02644230769230771,0.0009615384615384616,0.027403846153846154,0.026442307692307692,1.371847643729968,1.135012964195093,-0.23683467953487503
processing_teacher_forced,passive,no_prime_empty,0.9990384615384615,0.96875,-0.030288461538461542,0.0009615384615384616,0.03125,0.03028846153846154,1.371847643729968,1.2676283780238857,-0.10421926570608231
processing_teacher_forced,passive,no_prime_eos,0.9990384615384615,0.9653846153846154,-0.033653846153846145,0.0009615384615384616,0.03461538461538462,0.03365384615384616,1.371847643729968,1.3939788363762975,0.022131192646329456
