prompt_column,prime_condition,generation_class_detailed_final,n_items,total_items,share
prompt_active,active,active_intransitive,9,2048,0.00439453125
prompt_active,active,active_intransitive_prepositional,1,2048,0.00048828125
prompt_active,active,active_progressive_intransitive,1,2048,0.00048828125
prompt_active,active,active_target_ditransitive_like,1,2048,0.00048828125
prompt_active,active,active_target_transitive_like,1699,2048,0.82958984375
prompt_active,active,active_transitive,251,2048,0.12255859375
prompt_active,active,copular_nominal,3,2048,0.00146484375
prompt_active,active,other_prepositional_misc,4,2048,0.001953125
prompt_active,active,other_unclassified,79,2048,0.03857421875
prompt_filler,filler,active_ditransitive_prepositional,1,2048,0.00048828125
prompt_filler,filler,active_intransitive,21,2048,0.01025390625
prompt_filler,filler,active_intransitive_prepositional,307,2048,0.14990234375
prompt_filler,filler,active_other,68,2048,0.033203125
prompt_filler,filler,active_progressive_intransitive,20,2048,0.009765625
prompt_filler,filler,active_progressive_intransitive_pp,2,2048,0.0009765625
prompt_filler,filler,active_progressive_transitive,2,2048,0.0009765625
prompt_filler,filler,active_target_ditransitive_like,2,2048,0.0009765625
prompt_filler,filler,active_target_transitive_like,406,2048,0.1982421875
prompt_filler,filler,active_transitive,276,2048,0.134765625
prompt_filler,filler,active_transitive_with_pp,1,2048,0.00048828125
prompt_filler,filler,copular_nominal,3,2048,0.00146484375
prompt_filler,filler,copular_participial,10,2048,0.0048828125
prompt_filler,filler,copular_prepositional,6,2048,0.0029296875
prompt_filler,filler,other_prepositional_misc,53,2048,0.02587890625
prompt_filler,filler,other_unclassified,112,2048,0.0546875
prompt_filler,filler,passive_by,173,2048,0.08447265625
prompt_filler,filler,passive_short,523,2048,0.25537109375
prompt_filler,filler,passive_target_by,62,2048,0.0302734375
prompt_no_prime,no_prime,active_ditransitive_prepositional,3,2048,0.00146484375
prompt_no_prime,no_prime,active_other,2,2048,0.0009765625
prompt_no_prime,no_prime,active_progressive_ditransitive,5,2048,0.00244140625
prompt_no_prime,no_prime,active_progressive_intransitive,6,2048,0.0029296875
prompt_no_prime,no_prime,active_progressive_intransitive_pp,12,2048,0.005859375
prompt_no_prime,no_prime,active_progressive_transitive,17,2048,0.00830078125
prompt_no_prime,no_prime,active_target_ditransitive_like,37,2048,0.01806640625
prompt_no_prime,no_prime,active_target_progressive_like,1,2048,0.00048828125
prompt_no_prime,no_prime,active_target_transitive_like,691,2048,0.33740234375
prompt_no_prime,no_prime,active_transitive,60,2048,0.029296875
prompt_no_prime,no_prime,active_transitive_with_pp,1,2048,0.00048828125
prompt_no_prime,no_prime,copular_adjectival,11,2048,0.00537109375
prompt_no_prime,no_prime,copular_nominal,50,2048,0.0244140625
prompt_no_prime,no_prime,copular_participial,51,2048,0.02490234375
prompt_no_prime,no_prime,copular_prepositional,26,2048,0.0126953125
prompt_no_prime,no_prime,other_coordinate_multiclause,164,2048,0.080078125
prompt_no_prime,no_prime,other_prepositional_misc,233,2048,0.11376953125
prompt_no_prime,no_prime,other_relative_identity_clause,52,2048,0.025390625
prompt_no_prime,no_prime,other_unclassified,304,2048,0.1484375
prompt_no_prime,no_prime,passive_by,223,2048,0.10888671875
prompt_no_prime,no_prime,passive_short,48,2048,0.0234375
prompt_no_prime,no_prime,passive_target_by,51,2048,0.02490234375
prompt_passive,passive,active_intransitive,1,2048,0.00048828125
prompt_passive,passive,active_other,1,2048,0.00048828125
prompt_passive,passive,active_progressive_intransitive,2,2048,0.0009765625
prompt_passive,passive,active_progressive_transitive,3,2048,0.00146484375
prompt_passive,passive,active_target_ditransitive_like,3,2048,0.00146484375
prompt_passive,passive,active_target_transitive_like,331,2048,0.16162109375
prompt_passive,passive,active_transitive,39,2048,0.01904296875
prompt_passive,passive,copular_nominal,1,2048,0.00048828125
prompt_passive,passive,copular_prepositional,2,2048,0.0009765625
prompt_passive,passive,other_prepositional_misc,3,2048,0.00146484375
prompt_passive,passive,other_unclassified,23,2048,0.01123046875
prompt_passive,passive,passive_by,200,2048,0.09765625
prompt_passive,passive,passive_progressive_by,1,2048,0.00048828125
prompt_passive,passive,passive_short,20,2048,0.009765625
prompt_passive,passive,passive_target_by,1415,2048,0.69091796875
prompt_passive,passive,passive_target_progressive_by,3,2048,0.00146484375
