n_items,mean_diff,sd_diff,effect_size_dz,t_stat,t_p_two_sided,perm_p_two_sided,perm_p_greater_than_zero,bootstrap_ci95_low,bootstrap_ci95_high,condition,metric
15000,0.04821947732319434,0.9685807328102795,0.04978364290118429,6.097226132241573,1.1057087608684604e-09,9.999000099990002e-05,9.999000099990002e-05,0.0328669443619065,0.06372288757528333,ANOMALOUS,critical_word_pe_mean
15000,0.04534644470475614,0.9545161448731941,0.04750725794248387,5.818427051893446,6.061541188523985e-09,9.999000099990002e-05,9.999000099990002e-05,0.029965882323465,0.06044555149349849,CORE,critical_word_pe_mean
15000,0.7634598164234063,0.9284693667833778,0.8222778733867803,100.70806082892415,0.0,9.999000099990002e-05,9.999000099990002e-05,0.748911105304903,0.7781451904368959,jabberwocky,critical_word_pe_mean
15000,0.16211088181840103,0.3973795655172316,0.40794971831879817,49.963432529659144,0.0,9.999000099990002e-05,9.999000099990002e-05,0.15570482460848115,0.16824734946415928,ANOMALOUS,post_divergence_pe_mean
15000,0.08277452432111305,0.35865145266008075,0.23079377960742375,28.266349792327293,2.6724224081425796e-171,9.999000099990002e-05,9.999000099990002e-05,0.07710651661494669,0.08848863464468384,CORE,post_divergence_pe_mean
15000,0.4214488098418837,0.314338316167858,1.340749085188928,164.20755659081047,0.0,9.999000099990002e-05,9.999000099990002e-05,0.41643231057951513,0.4264478361234035,jabberwocky,post_divergence_pe_mean
15000,1.8932181905193255,2.9207679951927834,0.6481919117284647,79.38697195669468,0.0,9.999000099990002e-05,9.999000099990002e-05,1.8457173289989277,1.9403873973605952,ANOMALOUS,sentence_pe
15000,1.2077484907589542,2.5651547428363886,0.47082870697441864,57.66450441708524,0.0,9.999000099990002e-05,9.999000099990002e-05,1.1662134377238642,1.2486753307716525,CORE,sentence_pe
15000,8.9938841596586,5.839933476704884,1.5400662003316685,188.61881804597425,0.0,9.999000099990002e-05,9.999000099990002e-05,8.900819688278343,9.085203526314313,jabberwocky,sentence_pe
15000,0.24998821264893287,0.4207242106737357,0.5941854694993874,72.77256064247783,0.0,9.999000099990002e-05,9.999000099990002e-05,0.24327824894696107,0.25661958939921814,ANOMALOUS,sentence_pe_mean
15000,0.14337831804418377,0.36890093504214155,0.3886634714758988,47.601359338735826,0.0,9.999000099990002e-05,9.999000099990002e-05,0.13746347662586225,0.149295995383211,CORE,sentence_pe_mean
15000,0.4974716445993478,0.3357054238064574,1.4818695478871757,181.49121288461916,0.0,9.999000099990002e-05,9.999000099990002e-05,0.49205399334178423,0.5028907278099859,jabberwocky,sentence_pe_mean
