measure,model_name,model_condition,prompt_format_used,task,lexicality_condition,active_mean,passive_mean,filler_mean,no_prime_mean,priming_effect_active_minus_passive,active_minus_no_prime,passive_minus_no_prime,active_minus_filler,passive_minus_filler
preference_total,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,6.991302490234375,-0.17919921875,5.251298904418945,2.938507080078125,7.170501708984375,4.05279541015625,-3.117706298828125,1.7400035858154297,-5.430498123168945
preference_total,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,4.316895484924316,0.08439445495605469,3.498692512512207,3.087657928466797,4.232501029968262,1.2292375564575195,-3.003263473510742,0.8182029724121094,-3.4142980575561523
preference_mean,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,0.27813148498535156,-0.5591717561086019,0.10424963633219402,-0.48623180389404297,0.8373032410939535,0.7643632888793945,-0.07293995221455896,0.17388184865315753,-0.6634213924407959
preference_mean,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,0.16939975572010826,-0.40909500689733597,0.0010957165369911807,-0.09661688047742087,0.5784947626174443,0.26601663619752913,-0.3124781264199151,0.1683040391831171,-0.41019072343432716
passive_minus_active_logprob_sum,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,-6.991302490234375,0.17919921875,-5.251298904418945,-2.938507080078125,-7.170501708984375,-4.05279541015625,3.117706298828125,-1.7400035858154297,5.430498123168945
passive_minus_active_logprob_sum,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,-4.316895484924316,-0.08439445495605469,-3.498692512512207,-3.087657928466797,-4.232501029968262,-1.2292375564575195,3.003263473510742,-0.8182029724121094,3.4142980575561523
passive_minus_active_logprob,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,-0.27813148498535156,0.5591717561086019,-0.10424963633219402,0.48623180389404297,-0.8373032410939535,-0.7643632888793945,0.07293995221455896,-0.17388184865315753,0.6634213924407959
passive_minus_active_logprob,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,-0.16939975572010826,0.40909500689733597,-0.0010957165369911807,0.09661688047742087,-0.5784947626174443,-0.26601663619752913,0.3124781264199151,-0.1683040391831171,0.41019072343432716
passive_choice_indicator,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,0.1923828125,0.9501953125,0.41015625,0.8779296875,-0.7578125,-0.685546875,0.072265625,-0.2177734375,0.5400390625
passive_choice_indicator,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,real,0.28173828125,0.90283203125,0.484375,0.619140625,-0.62109375,-0.33740234375,0.28369140625,-0.20263671875,0.41845703125
preference_first_token,meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,nonce,0.20747137069702148,0.004004478454589844,0.06174182891845703,0.06728124618530273,0.20346689224243164,0.14019012451171875,-0.06327676773071289,0.14572954177856445,-0.05773735046386719
