model_name,model_condition,prompt_format_used,task,prime_condition,lexicality_condition,candidate_label,token_position,token_logprob_mean,token_logprob_std,n_tokens
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,active_completion,0,-1.421575129032135,0.6026304433826608,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,active_completion,1,-0.05152915418148041,0.09477744854534255,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,active_completion,2,-7.961574554443359,1.6603348431583074,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,active_completion,3,-1.980664037168026,2.2936926327734213,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,active_completion,4,-0.026664320845156908,0.10066163700762593,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,active_completion,5,-2.856623649597168,0.398305369253968,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,passive_completion,0,-1.6290464997291565,1.223258381319044,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,passive_completion,1,-4.448756694793701,1.7069124102420845,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,passive_completion,2,-3.256811499595642,2.3574553149788215,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,passive_completion,3,-8.333516120910645,2.8040693826807623,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,passive_completion,4,-0.6333600282669067,0.3053353460040165,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,passive_completion,5,-0.04173055849969387,0.09796871146454426,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,passive_completion,6,-0.005488765891641378,0.005357387161121079,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,nonce,passive_completion,7,-2.9407052993774414,0.4352161338904634,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,active_completion,0,-1.869829684495926,0.9610439126271001,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,active_completion,1,-0.09245498850941658,0.10151672695118069,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,active_completion,2,-4.2144717025221325,3.542093414039826,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,active_completion,3,-0.6189972345600836,1.325546481706045,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,active_completion,4,-0.059338902588933706,0.25108138750263587,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,active_completion,5,-2.2061929663759656,1.0067387314547376,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,active_completion,6,-2.509828444856864,0.5679047110631958,312
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,active_completion,7,-2.4501953125,0.3798370838135151,8
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,0,-2.0116515457630157,1.2729235718963032,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,1,-3.2567095644772053,1.3446005804334173,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,2,-2.8167701311176643,2.0268849408064815,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,3,-2.1730474196374416,2.1767167360779824,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,4,-0.6972024218412116,0.7020883071817642,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,5,-0.20330308564007282,0.22376837558207366,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,6,-0.020653093233704567,0.05900010693277746,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,7,-2.4348889046232216,0.7282473165384132,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,8,-2.4903662431807745,0.48833729210631444,126
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,active,real,passive_completion,9,-2.7294921875,0.19473057841270155,2
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,active_completion,0,-1.5283087491989136,1.2438620767852568,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,active_completion,1,-1.0528215169906616,0.8425079990162244,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,active_completion,2,-6.42877197265625,1.1103593015403195,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,active_completion,3,-1.5077026337385178,1.23464830551639,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,active_completion,4,-0.17657806538045406,0.2679023825556828,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,active_completion,5,-2.5578503608703613,0.3067928380991225,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_completion,0,-1.5900505781173706,1.3620801553247914,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_completion,1,-2.744484305381775,1.0183530590352075,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_completion,2,-2.4700249433517456,1.6529162322066244,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_completion,3,-7.534059524536133,1.2016520693402493,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_completion,4,-1.4849605560302734,1.0669265254286044,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_completion,5,-0.10990440845489502,0.2178975734545717,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_completion,6,-0.06943187490105629,0.08331556029904677,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,nonce,passive_completion,7,-2.5005364418029785,0.2827965891154608,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,active_completion,0,-1.5315552353858948,1.2511211138365186,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,active_completion,1,-1.0500957146286964,0.7697196613699594,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,active_completion,2,-5.346950625011232,3.737525381870058,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,active_completion,3,-0.6734146360540763,1.407660755309798,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,active_completion,4,-0.2286832989193499,0.49736793701402243,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,active_completion,5,-1.9512494435184635,0.908612562185079,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,active_completion,6,-2.14844303100537,0.49220857810738705,312
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,active_completion,7,-2.1224365234375,0.22137676305331144,8
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,0,-1.58690744638443,1.3467397159945345,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,1,-2.055417612195015,0.9944760210868147,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,2,-2.6561609386117198,1.776719776383267,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,3,-4.179953992366791,2.949793978865442,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,4,-1.5545882682781667,1.1249928691895947,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,5,-0.34390300314407796,0.42905658193903606,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,6,-0.11892331670969725,0.20125267645537087,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,7,-1.9841153097804636,0.5808686650946174,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,8,-2.1759112184009854,0.3942197243783497,126
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,filler,real,passive_completion,9,-2.37109375,0.25135436362490554,2
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,active_completion,0,-1.4300282001495361,0.5446509384737163,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,active_completion,1,-0.561500608921051,0.5329568821842465,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,active_completion,2,-10.75886344909668,1.9117938472693483,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,active_completion,3,-3.7359232902526855,3.041855738603473,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,active_completion,4,-0.9573646876960993,1.2323557412180999,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,active_completion,5,-3.041853904724121,0.42581666055250095,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,0,-1.4973094463348389,0.7284436292445902,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,1,-2.7963662147521973,1.0234323716194695,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,2,-2.30920946598053,1.4169105079846729,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,3,-12.000564575195312,0.6317134198073625,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,4,-1.5924853086471558,1.1376720177847148,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,5,-0.21788407862186432,0.2541158033257506,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,6,-0.0605291910469532,0.051680785049375844,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,nonce,passive_completion,7,-2.9486618041992188,0.3461418130605796,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,0,-1.960233211517334,0.6379711028694681,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,1,-0.7039825916290283,0.3930666458700506,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,2,-5.272742559667677,3.260556885695138,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,3,-1.1198106473311782,1.3569883381256422,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,4,-0.43227364122867584,0.7670577463428239,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,5,-2.4438843880197965,1.123963238043321,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,6,-2.564819906384517,0.5870444332779654,312
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,active_completion,7,-2.580810546875,0.2472556575142755,8
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,0,-2.029895305633545,0.803842958400273,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,1,-2.1826219856739044,0.9203220047700467,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,2,-2.4046750746201724,1.4353163392293637,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,3,-4.334392458200455,2.7532248569790627,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,4,-1.335447353660129,1.0443696801086673,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,5,-0.31125236116349697,0.35659026527914933,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,6,-0.2122726384550333,0.6476225296850754,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,7,-2.4556317620445043,0.7447208140360153,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,8,-2.482663864181155,0.4975791465601179,126
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,no_prime,real,passive_completion,9,-2.5439453125,0.03452669830012439,2
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,0,-1.3947273790836334,0.9294701196699582,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,1,-1.1435314118862152,0.7468601037742032,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,2,-5.4533610343933105,1.689395006294441,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,3,-1.775535099208355,2.0259869991206396,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,4,-0.08673984883353114,0.29956649999800944,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,active_completion,5,-3.0284385681152344,0.4852138717532821,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,0,-1.3987318575382233,0.9029680741668867,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,1,-0.6208213716745377,0.5208794145308157,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,2,-3.511408805847168,2.507907233706853,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,3,-4.088373422622681,1.5458031819567901,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,4,-0.0592416450381279,0.05146514584893732,2048
meta-llama/Llama-3.2-3B-Instruct,Llama_32_3B_Instruct_exp3,plain_text,experiment_3_demo_prompt_continuation,passive,nonce,passive_completion,5,-0.051570259034633636,0.11518632208681488,2048
