item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator,active_choice_indicator,active_minus_passive_logprob,dataset_id,dataset_label,model_family,variant,condition_key,comparison_condition,response_choice,response_logprob
0,processing_teacher_forced,passive,passive,the smesilrab is zraruklomed by the skozemdil .,a vrepimpav drupemzired a smevakkul .,a smevakkul was drupemzired by a vrepimpav .,the smesilrab is zraruklomed by the skozemdil .,full_sentence_processing,-6.705863503848805,-6.174752084832442,0.531111419016363,-113.99967956542967,-117.3202896118164,-3.3206100463867188,17,19,passive,1,0,-0.531111419016363,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,passive,1,0.531111419016363
0,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,a vrepimpav drupemzired a smevakkul .,a smevakkul was drupemzired by a vrepimpav .,NA,full_sentence_processing,-7.486386916216682,-6.785236559416118,0.7011503568005635,-127.2685775756836,-128.91949462890625,-1.6509170532226562,17,19,passive,1,0,-0.7011503568005635,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,no_prime_empty,1,0.7011503568005635
1,processing_teacher_forced,passive,passive,a klosilfin was vragafmured by a brikudtas .,the grivarbav zranorzirs the frazemzom .,the frazemzom is zranorzired by the grivarbav .,a klosilfin was vragafmured by a brikudtas .,full_sentence_processing,-6.918629365808823,-6.366352683619449,0.5522766821893743,-117.61669921875,-120.96070098876952,-3.3440017700195312,17,19,passive,1,0,-0.5522766821893743,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,passive,1,0.5522766821893743
1,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,the grivarbav zranorzirs the frazemzom .,the frazemzom is zranorzired by the grivarbav .,NA,full_sentence_processing,-7.590936099781709,-6.994928460372122,0.5960076394095877,-129.04591369628906,-132.9036407470703,-3.85772705078125,17,19,passive,1,0,-0.5960076394095877,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,no_prime_empty,1,0.5960076394095877
2,processing_teacher_forced,passive,passive,a vrefimdil is frafimvoled by a fravaksel .,the vrakudmur drupemzired the kvezemzom .,the kvezemzom was drupemzired by the vrakudmur .,a vrefimdil is frafimvoled by a fravaksel .,full_sentence_processing,-7.40159023509306,-6.589069165681538,0.8125210694115221,-125.82703399658205,-125.19231414794922,0.6347198486328125,17,19,passive,1,0,-0.8125210694115221,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,passive,1,0.8125210694115221
2,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,the vrakudmur drupemzired the kvezemzom .,the kvezemzom was drupemzired by the vrakudmur .,NA,full_sentence_processing,-7.697179457720588,-7.006551642166941,0.6906278155536469,-130.85205078125,-133.12448120117188,-2.272430419921875,17,19,passive,1,0,-0.6906278155536469,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,no_prime_empty,1,0.6906278155536469
3,processing_teacher_forced,passive,passive,a kvesorrud was kvevarmured by a klogafrud .,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,a kvesorrud was kvevarmured by a klogafrud .,full_sentence_processing,-7.180228233337402,-6.493015713161892,0.6872125201755104,-114.88365173339844,-116.87428283691406,-1.990631103515625,16,18,passive,1,0,-0.6872125201755104,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,passive,1,0.6872125201755104
3,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,the franorbav grifimloms the smesilrab .,the smesilrab is grifimlomed by the franorbav .,NA,full_sentence_processing,-7.979117393493652,-7.270362006293403,0.7087553872002497,-127.66587829589844,-130.86651611328125,-3.2006378173828125,16,18,passive,1,0,-0.7087553872002497,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,no_prime_empty,1,0.7087553872002497
4,processing_teacher_forced,passive,passive,a zlosillom is kvesornefed by a vratorrud .,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,a zlosillom is kvesornefed by a vratorrud .,full_sentence_processing,-6.523859024047852,-5.729713439941406,0.7941455841064453,-104.38174438476562,-103.13484191894533,1.2469024658203125,16,18,passive,1,0,-0.7941455841064453,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,passive,1,0.7941455841064453
4,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,the smevakrab zlodulfined the kvenorkul .,the kvenorkul was zlodulfined by the smevakrab .,NA,full_sentence_processing,-7.219142913818359,-6.698887295193142,0.5202556186252174,-115.50628662109376,-120.57997131347656,-5.0736846923828125,16,18,passive,1,0,-0.5202556186252174,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,no_prime_empty,1,0.5202556186252174
5,processing_teacher_forced,passive,passive,a druvarmur was zraruklomed by a frataflom .,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,a druvarmur was zraruklomed by a frataflom .,full_sentence_processing,-5.418057335747613,-5.324497985839844,0.09355934990776936,-97.52503204345705,-106.48995971679688,-8.964927673339844,18,20,passive,1,0,-0.09355934990776936,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,passive,1,0.09355934990776936
5,processing_teacher_forced,no_prime_empty,no_prime_empty,NA,the skozemdil smenelmurs the vrefimdil .,the vrefimdil is smenelmured by the skozemdil .,NA,full_sentence_processing,-6.147344377305773,-6.109445190429687,0.03789918687608562,-110.6521987915039,-122.18890380859376,-11.536705017089844,18,20,passive,1,0,-0.03789918687608562,gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,gpt2-large,lexical_overlap,jabberwocky_jabberwocky,no_prime_empty,1,0.03789918687608562
