prompt_template,metric,condition_a,condition_b,n_items,mean_diff_b_minus_a,sd_diff,effect_size_dz,t_stat,t_p_two_sided,perm_p_two_sided,bootstrap_ci95_low,bootstrap_ci95_high,mcnemar_b,mcnemar_c,mcnemar_p_exact
demo__involving_event__did_to__mary_answered,logprob_delta,active,filler,4,1.9165092706680298,1.6054217965976447,1.1937730475129151,2.3875460950258303,0.09695556262438051,0.1231,0.6085006594657898,3.2245178818702698,,,
demo__involving_event__did_to__mary_answered,passive_choice_delta,active,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__involving_event__did_to__mary_answered,logprob_delta,active,no_demo,4,0.7603468596935272,1.13630931753623,0.6691372216696484,1.338274443339297,0.27319686921264735,0.379,-0.16027021408081055,1.680963933467865,,,
demo__involving_event__did_to__mary_answered,passive_choice_delta,active,no_demo,4,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0
demo__involving_event__did_to__mary_answered,logprob_delta,active,passive,4,1.1294033527374268,0.5237876546449107,2.1562236962287296,4.312447392457459,0.022962830088423317,0.1284,0.7167191505432129,1.5420875549316406,,,
demo__involving_event__did_to__mary_answered,passive_choice_delta,active,passive,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__involving_event__did_to__mary_answered,logprob_delta,no_demo,filler,4,1.1561624109745026,0.9666164566284599,1.196092207044742,2.392184414089484,0.09655119939468733,0.2528,0.2832108438014984,1.8406586647033691,,,
demo__involving_event__did_to__mary_answered,passive_choice_delta,no_demo,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
demo__involving_event__did_to__mary_answered,logprob_delta,passive,filler,4,0.787105917930603,1.7945503554984887,0.438608989443465,0.87721797888693,0.4449463127334411,0.3693,-0.7530625313520432,2.1303601562976837,,,
demo__involving_event__did_to__mary_answered,passive_choice_delta,passive,filler,4,0.0,0.816496580927726,0.0,0.0,1.0,1.0,-0.75,0.75,1.0,1.0,1.0
demo__involving_event__did_to__mary_answered,logprob_delta,passive,no_demo,4,-0.36905649304389954,1.1156880389324544,-0.3307882491928757,-0.6615764983857514,0.5555183829972002,0.501,-1.324919193983078,0.5868062078952789,,,
demo__involving_event__did_to__mary_answered,passive_choice_delta,passive,no_demo,4,-0.25,0.5,-0.5,-1.0,0.3910022189557705,1.0,-0.75,0.0,0.0,1.0,1.0
demo__involving_event__did_to__said_mary,logprob_delta,active,filler,4,1.8698087632656097,1.7629538787404593,1.0606112762300355,2.121222552460071,0.12403856517308634,0.1253,0.42547911405563354,3.314138412475586,,,
demo__involving_event__did_to__said_mary,passive_choice_delta,active,filler,4,0.25,0.5,0.5,1.0,0.3910022189557705,1.0,0.0,0.75,1.0,0.0,1.0
