dataset_id,dataset_label,analysis_id,analysis_group,measure,direction,question,reference_condition,target_condition,observed_reference,observed_target,observed_target_minus_reference,emmean_reference,emmean_target,emmean_reference_ci_low,emmean_reference_ci_high,emmean_target_ci_low,emmean_target_ci_high,fixed_effect_estimate,fixed_effect_ci_low,fixed_effect_ci_high,fixed_effect_statistic,fixed_effect_p,model_error
gpt2_overlap_core,GPT-2 lexical-overlap CORE,overall_prime_active_vs_passive,overall_prime_contrast,logprob,passive,Does a passive prime yield more passive preference than an active prime?,active,passive,0.4692828500299954,1.9548392808426431,1.4855564308126477,0.46928285002999864,1.9548392808426514,0.4477095760896484,0.4908561239703489,1.933266006902301,1.9764125547830016,1.4855564308126528,1.4650083074443774,1.5061045541809281,141.78098574111183,0,NA
gpt2_overlap_core,GPT-2 lexical-overlap CORE,baseline_eos_vs_empty,baseline_bias,logprob,passive,Is the empty baseline more passive-biased than the EOS baseline?,no_prime_eos,no_prime_empty,1.5306223449216512,1.26703085828759,-0.2635914866340612,1.5306223449216518,1.2670308582875938,1.50682344806147,1.5544212417818337,1.2432319614274119,1.2908297551477756,-0.263591486634058,-0.27766741485486357,-0.2495155584132525,-36.72445320699389,5.2653291996654606e-228,NA
gpt2_overlap_core,GPT-2 lexical-overlap CORE,baseline_eos_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the EOS baseline?,no_prime_eos,filler,1.5306223449216512,1.5418608131498936,0.011238468228242482,1.5306223449215817,1.5418608131498284,1.5049707668781938,1.5562739229649696,1.5162092351064405,1.5675123911932163,0.011238468228246746,-0.0059222246588769845,0.028399161115370476,1.284320176498203,0.1991730449185446,NA
gpt2_overlap_core,GPT-2 lexical-overlap CORE,baseline_empty_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the empty baseline?,no_prime_empty,filler,1.26703085828759,1.5418608131498936,0.27482995486230366,1.2670308582876204,1.541860813149927,1.2438928102670659,1.290168906308175,1.5187227651293724,1.5649988611704815,0.27482995486230655,0.26036327967820505,0.28929663004640804,37.25600972915162,3.696721988802222e-233,NA
gpt2_overlap_core,GPT-2 lexical-overlap CORE,active_priming_vs_no_prime_eos,active_priming,logprob,active,Does an active prime increase active preference relative to the EOS baseline?,no_prime_eos,active,-1.5306223449216512,-0.4692828500299954,1.0613394948916557,-1.5306223449216507,-0.4692828500299946,-1.5543233826441178,-1.5069213071991836,-0.49298388775246166,-0.4455818123075275,1.0613394948916561,1.0420120178631695,1.0806669719201427,107.69118656963406,0,NA
gpt2_overlap_core,GPT-2 lexical-overlap CORE,active_priming_vs_no_prime_empty,active_priming,logprob,active,Does an active prime increase active preference relative to the empty baseline?,no_prime_empty,active,-1.26703085828759,-0.4692828500299954,0.7977480082575945,-1.2670308582876149,-0.4692828500300209,-1.2879856915214274,-1.2460760250538023,-0.4902376832638333,-0.4483280167962085,0.797748008257594,0.7817088281628313,0.8137871883523566,97.54040780331702,0,NA
gpt2_overlap_core,GPT-2 lexical-overlap CORE,active_priming_vs_filler,active_priming,logprob,active,Does an active prime increase active preference relative to the filler baseline?,filler,active,-1.5418608131498936,-0.4692828500299954,1.0725779631198982,-1.5418608131499074,-0.469282850030009,-1.5648981950085135,-1.5188234312913014,-0.49232023188861507,-0.446245468171403,1.0725779631198984,1.0537143274200287,1.091441598819768,111.50760077117708,0,NA
gpt2_overlap_core,GPT-2 lexical-overlap CORE,passive_priming_vs_no_prime_eos,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the EOS baseline?,no_prime_eos,passive,1.5306223449216512,1.9548392808426431,0.42421693592099197,1.530622344921624,1.9548392808426187,1.5062771478053174,1.5549675420379307,1.930494083726312,1.9791844779589254,0.4242169359209947,0.4014184489178077,0.44701542292418167,36.49076588143211,9.598018864339546e-226,NA
gpt2_overlap_core,GPT-2 lexical-overlap CORE,passive_priming_vs_no_prime_empty,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the empty baseline?,no_prime_empty,passive,1.26703085828759,1.9548392808426431,0.6878084225550531,1.2670308582876266,1.9548392808426875,1.2453501191040006,1.2887115974712526,1.9331585416590615,1.9765200200263136,0.6878084225550608,0.6687898146985262,0.7068270304115954,70.92343609735853,0,NA
gpt2_overlap_core,GPT-2 lexical-overlap CORE,passive_priming_vs_filler,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the filler baseline?,filler,passive,1.5418608131498936,1.9548392808426431,0.4129784676927495,1.5418608131498783,1.9548392808426274,1.5181612266813949,1.5655603996183618,1.931139694374144,1.9785388673111108,0.41297846769274904,0.39124439476586503,0.43471254061963305,37.26381292125691,3.1049236312706218e-233,NA
