item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator,active_choice_indicator,active_minus_passive_logprob,dataset_id,dataset_label,model_family,variant,condition_key,comparison_condition,response_choice,response_logprob
0,processing_teacher_forced,active,active,a student drags a teacher .,a girl drags a guest .,a guest is dragged by a girl .,a student drags a teacher .,full_sentence_processing,-4.360829762050083,-4.5010786056518555,-0.14024884360177214,-30.525808334350582,-36.008628845214844,-5.482820510864258,7,8,active,0,1,0.14024884360177214,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,1,0.14024884360177214
0,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a girl drags a guest .,a guest is dragged by a girl .,<|endoftext|>,full_sentence_processing,-6.704627990722656,-6.991400718688965,-0.2867727279663086,-46.932395935058594,-55.93120574951172,-8.998809814453125,7,8,active,0,1,0.2867727279663086,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,1,0.2867727279663086
1,processing_teacher_forced,active,active,a guest beats a guy .,a student beats a teacher .,a teacher is beaten by a student .,a guest beats a guy .,full_sentence_processing,-4.353532473246257,-3.947134971618652,0.40639750162760446,-26.12119483947754,-31.57707977294922,-5.45588493347168,6,8,passive,1,0,-0.40639750162760446,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.40639750162760446
1,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a student beats a teacher .,a teacher is beaten by a student .,<|endoftext|>,full_sentence_processing,-6.8482100168863935,-5.128057479858398,1.720152537027995,-41.08926010131836,-41.02445983886719,0.064800262451171875,6,8,passive,1,0,-1.720152537027995,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.720152537027995
2,processing_teacher_forced,active,active,an aunt kills an author .,a mayor kills a minister .,a minister is killed by a mayor .,an aunt kills an author .,full_sentence_processing,-5.514424006144206,-4.90871000289917,0.6057140032450361,-33.086544036865234,-39.26968002319336,-6.183135986328125,6,8,passive,1,0,-0.6057140032450361,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.6057140032450361
2,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a mayor kills a minister .,a minister is killed by a mayor .,<|endoftext|>,full_sentence_processing,-7.466159184773763,-6.3675031661987305,1.0986560185750325,-44.79695510864258,-50.94002532958984,-6.143070220947266,6,8,passive,1,0,-1.0986560185750325,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.0986560185750325
3,processing_teacher_forced,active,active,a wife hurries a winner .,a hero hurries a husband .,a husband is hurried by a hero .,a wife hurries a winner .,full_sentence_processing,-4.789584568568638,-4.738839626312256,0.05074494225638215,-33.52709197998047,-37.91071701049805,-4.383625030517578,7,8,passive,1,0,-0.05074494225638215,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.05074494225638215
3,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a hero hurries a husband .,a husband is hurried by a hero .,<|endoftext|>,full_sentence_processing,-8.321653093610491,-7.111660957336426,1.2099921362740655,-58.25157165527344,-56.893287658691406,1.3582839965820312,7,8,passive,1,0,-1.2099921362740655,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.2099921362740655
4,processing_teacher_forced,active,active,a wife judges a winner .,a hero judges a husband .,a husband is judged by a hero .,a wife judges a winner .,full_sentence_processing,-5.965309778849284,-4.712291240692139,1.2530185381571457,-35.7918586730957,-37.69832992553711,-1.9064712524414065,6,8,passive,1,0,-1.2530185381571457,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-1.2530185381571457
4,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a hero judges a husband .,a husband is judged by a hero .,<|endoftext|>,full_sentence_processing,-8.721384684244791,-6.432587146759033,2.288797537485758,-52.32830810546875,-51.460697174072266,0.8676109313964844,6,8,passive,1,0,-2.288797537485758,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-2.288797537485758
5,processing_teacher_forced,active,active,a president drags a priest .,a champion drags a chief .,a chief is dragged by a champion .,a president drags a priest .,full_sentence_processing,-5.112794058663504,-5.084874629974365,0.0279194286891391,-35.78955841064453,-40.67899703979492,-4.889438629150391,7,8,passive,1,0,-0.0279194286891391,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.0279194286891391
5,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a champion drags a chief .,a chief is dragged by a champion .,<|endoftext|>,full_sentence_processing,-7.372302464076451,-7.271271705627441,0.1010307584490091,-51.60611724853515,-58.17017364501953,-6.564056396484375,7,8,passive,1,0,-0.1010307584490091,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-0.1010307584490091
6,processing_teacher_forced,active,active,a buddy destroys a candidate .,a parent destroys a partner .,a partner is destroyed by a parent .,a buddy destroys a candidate .,full_sentence_processing,-5.46005376180013,-4.757000923156738,0.7030528386433916,-32.76032257080078,-38.056007385253906,-5.295684814453125,6,8,passive,1,0,-0.7030528386433916,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.7030528386433916
6,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a parent destroys a partner .,a partner is destroyed by a parent .,<|endoftext|>,full_sentence_processing,-7.672894795735677,-6.253711700439453,1.4191830952962237,-46.03736877441406,-50.029693603515625,-3.9923248291015625,6,8,passive,1,0,-1.4191830952962237,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.4191830952962237
7,processing_teacher_forced,active,active,a boy discovers a brother .,a nurse discovers an opponent .,an opponent is discovered by a nurse .,a boy discovers a brother .,full_sentence_processing,-5.900664647420247,-5.634629249572754,0.2660353978474932,-35.403987884521484,-45.07703399658203,-9.673046112060549,6,8,passive,1,0,-0.2660353978474932,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.2660353978474932
7,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a nurse discovers an opponent .,an opponent is discovered by a nurse .,<|endoftext|>,full_sentence_processing,-8.784402211507162,-6.51188850402832,2.2725137074788417,-52.70641326904297,-52.09510803222656,0.61130523681640625,6,8,passive,1,0,-2.2725137074788417,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-2.2725137074788417
8,processing_teacher_forced,active,active,an actress chases an adult .,a leader chases a man .,a man is chased by a leader .,an actress chases an adult .,full_sentence_processing,-5.112964630126953,-4.954176902770996,0.15878772735595703,-35.79075241088867,-39.63341522216797,-3.842662811279297,7,8,passive,1,0,-0.15878772735595703,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.15878772735595703
8,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a leader chases a man .,a man is chased by a leader .,<|endoftext|>,full_sentence_processing,-6.566773550851004,-5.978598594665527,0.588174956185477,-45.96741485595703,-47.82878875732422,-1.8613739013671875,7,8,passive,1,0,-0.588174956185477,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-0.588174956185477
9,processing_teacher_forced,active,active,a chief teaches a child .,a president teaches a priest .,a priest is taught by a president .,a chief teaches a child .,full_sentence_processing,-5.769744873046875,-5.081370830535889,0.6883740425109863,-34.61846923828125,-40.65096664428711,-6.032497406005859,6,8,passive,1,0,-0.6883740425109863,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.6883740425109863
9,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a president teaches a priest .,a priest is taught by a president .,<|endoftext|>,full_sentence_processing,-8.484312693277994,-6.245615482330322,2.238697210947672,-50.90587615966797,-49.96492385864258,0.9409523010253906,6,8,passive,1,0,-2.238697210947672,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-2.238697210947672
10,processing_teacher_forced,active,active,a kid understands a king .,a winner understands a woman .,a woman is understood by a winner .,a kid understands a king .,full_sentence_processing,-5.198091506958008,-5.33933162689209,-0.14124011993408203,-31.188549041748047,-42.71465301513672,-11.526103973388672,6,8,active,0,1,0.14124011993408203,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,1,0.14124011993408203
10,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a winner understands a woman .,a woman is understood by a winner .,<|endoftext|>,full_sentence_processing,-8.229228973388672,-6.814772129058838,1.414456844329834,-49.37537384033203,-54.5181770324707,-5.142803192138672,6,8,passive,1,0,-1.414456844329834,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.414456844329834
11,processing_teacher_forced,active,active,a king beats a lady .,a woman beats a worker .,a worker is beaten by a woman .,a king beats a lady .,full_sentence_processing,-5.0009050369262695,-4.348451614379883,0.6524534225463867,-30.005430221557617,-34.78761291503906,-4.782182693481445,6,8,passive,1,0,-0.6524534225463867,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.6524534225463867
11,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a woman beats a worker .,a worker is beaten by a woman .,<|endoftext|>,full_sentence_processing,-7.485776265462239,-5.736611366271973,1.7491648991902666,-44.91465759277344,-45.89289093017578,-0.97823333740234375,6,8,passive,1,0,-1.7491648991902666,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.7491648991902666
12,processing_teacher_forced,active,active,a husband kisses a kid .,a wife kisses a winner .,a winner is kissed by a wife .,a husband kisses a kid .,full_sentence_processing,-5.09520689646403,-5.044360637664795,0.05084625879923532,-30.57124137878418,-40.35488510131836,-9.78364372253418,6,8,passive,1,0,-0.05084625879923532,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.05084625879923532
12,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a wife kisses a winner .,a winner is kissed by a wife .,<|endoftext|>,full_sentence_processing,-8.577272415161133,-6.372960090637207,2.204312324523926,-51.4636344909668,-50.983680725097656,0.4799537658691406,6,8,passive,1,0,-2.204312324523926,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-2.204312324523926
13,processing_teacher_forced,active,active,a cousin asks a daughter .,a professor asks a reader .,a reader is asked by a professor .,a cousin asks a daughter .,full_sentence_processing,-5.679803212483724,-5.036682605743408,0.6431206067403155,-34.078819274902344,-40.293460845947266,-6.214641571044922,6,8,passive,1,0,-0.6431206067403155,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.6431206067403155
13,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a professor asks a reader .,a reader is asked by a professor .,<|endoftext|>,full_sentence_processing,-8.046788533528646,-5.7858099937438965,2.26097853978475,-48.280731201171875,-46.28647994995117,1.9942512512207031,6,8,passive,1,0,-2.26097853978475,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-2.26097853978475
14,processing_teacher_forced,active,active,a scientist describes a secretary .,a daughter describes a doctor .,a doctor is described by a daughter .,a scientist describes a secretary .,full_sentence_processing,-5.274443944295247,-4.648810386657715,0.6256335576375323,-31.646663665771484,-37.19048309326172,-5.543819427490234,6,8,passive,1,0,-0.6256335576375323,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.6256335576375323
14,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a daughter describes a doctor .,a doctor is described by a daughter .,<|endoftext|>,full_sentence_processing,-7.881275177001953,-6.052967548370361,1.828307628631592,-47.28765106201172,-48.42374038696289,-1.136089324951172,6,8,passive,1,0,-1.828307628631592,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.828307628631592
15,processing_teacher_forced,active,active,a mother carries a nurse .,an author carries a bishop .,a bishop is carried by an author .,a mother carries a nurse .,full_sentence_processing,-6.12473742167155,-5.584072113037109,0.5406653086344404,-36.7484245300293,-44.672576904296875,-7.924152374267578,6,8,passive,1,0,-0.5406653086344404,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.5406653086344404
15,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,an author carries a bishop .,a bishop is carried by an author .,<|endoftext|>,full_sentence_processing,-8.186513264973959,-6.705625057220459,1.4808882077535,-49.11907958984375,-53.64500045776367,-4.525920867919922,6,8,passive,1,0,-1.4808882077535,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.4808882077535
16,processing_teacher_forced,active,active,a buddy joins a candidate .,a parent joins a partner .,a partner is joined by a parent .,a buddy joins a candidate .,full_sentence_processing,-4.923032124837239,-4.619045734405518,0.3039863904317217,-29.53819274902344,-36.95236587524414,-7.414173126220703,6,8,passive,1,0,-0.3039863904317217,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.3039863904317217
16,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a parent joins a partner .,a partner is joined by a parent .,<|endoftext|>,full_sentence_processing,-7.340185801188151,-5.922687530517578,1.4174982706705732,-44.041114807128906,-47.381500244140625,-3.3403854370117188,6,8,passive,1,0,-1.4174982706705732,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.4174982706705732
17,processing_teacher_forced,active,active,a wife protects a winner .,a hero protects a husband .,a husband is protected by a hero .,a wife protects a winner .,full_sentence_processing,-5.299986521402995,-4.553146839141846,0.7468396822611494,-31.79991912841797,-36.425174713134766,-4.625255584716797,6,8,passive,1,0,-0.7468396822611494,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.7468396822611494
17,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a hero protects a husband .,a husband is protected by a hero .,<|endoftext|>,full_sentence_processing,-8.713298797607422,-6.592628479003906,2.1206703186035156,-52.27979278564453,-52.74102783203125,-0.4612350463867187,6,8,passive,1,0,-2.1206703186035156,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-2.1206703186035156
18,processing_teacher_forced,active,active,a guest hurts a guy .,a student hurts a teacher .,a teacher is hurt by a student .,a guest hurts a guy .,full_sentence_processing,-5.053922653198242,-4.070315361022949,0.983607292175293,-30.323535919189453,-32.562522888183594,-2.2389869689941406,6,8,passive,1,0,-0.983607292175293,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.983607292175293
18,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a student hurts a teacher .,a teacher is hurt by a student .,<|endoftext|>,full_sentence_processing,-7.092685699462891,-5.135906219482422,1.9567794799804688,-42.556114196777344,-41.087249755859375,1.4688644409179688,6,8,passive,1,0,-1.9567794799804688,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.9567794799804688
19,processing_teacher_forced,active,active,a scientist protects a secretary .,a daughter protects a doctor .,a doctor is protected by a daughter .,a scientist protects a secretary .,full_sentence_processing,-5.454870859781901,-4.630284309387207,0.8245865503946943,-32.729225158691406,-37.042274475097656,-4.31304931640625,6,8,passive,1,0,-0.8245865503946943,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.8245865503946943
19,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a daughter protects a doctor .,a doctor is protected by a daughter .,<|endoftext|>,full_sentence_processing,-8.550201416015625,-6.500248908996582,2.049952507019043,-51.30120849609375,-52.001991271972656,-0.70078277587890625,6,8,passive,1,0,-2.049952507019043,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-2.049952507019043
20,processing_teacher_forced,active,active,a cousin kills a daughter .,a professor kills a reader .,a reader is killed by a professor .,a cousin kills a daughter .,full_sentence_processing,-6.178751627604167,-5.029289245605469,1.1494623819986982,-37.072509765625,-40.23431396484375,-3.16180419921875,6,8,passive,1,0,-1.1494623819986982,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-1.1494623819986982
20,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a professor kills a reader .,a reader is killed by a professor .,<|endoftext|>,full_sentence_processing,-8.118728001912435,-6.106603145599365,2.0121248563130703,-48.71236801147461,-48.85282516479492,-0.1404571533203125,6,8,passive,1,0,-2.0121248563130703,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-2.0121248563130703
21,processing_teacher_forced,active,active,a mother kisses a nurse .,an author kisses a bishop .,a bishop is kissed by an author .,a mother kisses a nurse .,full_sentence_processing,-6.152703603108724,-5.2739973068237305,0.8787062962849932,-36.916221618652344,-42.19197845458984,-5.2757568359375,6,8,passive,1,0,-0.8787062962849932,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.8787062962849932
21,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,an author kisses a bishop .,a bishop is kissed by an author .,<|endoftext|>,full_sentence_processing,-8.464853286743164,-6.934826374053955,1.530026912689209,-50.789119720458984,-55.47861099243164,-4.689491271972656,6,8,passive,1,0,-1.530026912689209,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.530026912689209
22,processing_teacher_forced,active,active,a buddy describes a candidate .,a parent describes a partner .,a partner is described by a parent .,a buddy describes a candidate .,full_sentence_processing,-5.092015266418457,-4.546773433685303,0.5452418327331543,-30.552091598510746,-36.37418746948242,-5.82209587097168,6,8,passive,1,0,-0.5452418327331543,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.5452418327331543
22,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a parent describes a partner .,a partner is described by a parent .,<|endoftext|>,full_sentence_processing,-6.896382649739583,-5.730914115905762,1.165468533833821,-41.3782958984375,-45.847312927246094,-4.469017028808594,6,8,passive,1,0,-1.165468533833821,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.165468533833821
23,processing_teacher_forced,active,active,a secretary forgives a sheriff .,a doctor forgives an employee .,an employee is forgiven by a doctor .,a secretary forgives a sheriff .,full_sentence_processing,-4.25164658682687,-4.447213649749756,-0.1955670629228861,-29.76152610778809,-35.57770919799805,-5.816183090209961,7,8,active,0,1,0.1955670629228861,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,1,0.1955670629228861
23,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a doctor forgives an employee .,an employee is forgiven by a doctor .,<|endoftext|>,full_sentence_processing,-7.097073691231864,-6.350683689117432,0.7463900021144321,-49.67951583862305,-50.80546951293945,-1.1259536743164062,7,8,passive,1,0,-0.7463900021144321,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-0.7463900021144321
24,processing_teacher_forced,active,active,a secretary strikes a sheriff .,a doctor strikes an employee .,an employee is struck by a doctor .,a secretary strikes a sheriff .,full_sentence_processing,-5.206436475118001,-4.850072383880615,0.35636409123738577,-31.238618850708008,-38.80057907104492,-7.561960220336914,6,8,passive,1,0,-0.35636409123738577,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.35636409123738577
24,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a doctor strikes an employee .,an employee is struck by a doctor .,<|endoftext|>,full_sentence_processing,-7.677562713623047,-6.049515724182129,1.628046989440918,-46.06537628173828,-48.39612579345703,-2.33074951171875,6,8,passive,1,0,-1.628046989440918,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.628046989440918
25,processing_teacher_forced,active,active,an actor helps an actress .,a lawyer helps a leader .,a leader is helped by a lawyer .,an actor helps an actress .,full_sentence_processing,-5.685768127441406,-5.464379787445068,0.2213883399963379,-34.11460876464844,-43.71503829956055,-9.60042953491211,6,8,passive,1,0,-0.2213883399963379,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.2213883399963379
25,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a lawyer helps a leader .,a leader is helped by a lawyer .,<|endoftext|>,full_sentence_processing,-8.491719563802084,-6.461518287658691,2.0302012761433925,-50.9503173828125,-51.69214630126953,-0.74182891845703125,6,8,passive,1,0,-2.0302012761433925,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-2.0302012761433925
26,processing_teacher_forced,active,active,a singer comforts a soldier .,an employer comforts a father .,a father is comforted by an employer .,a singer comforts a soldier .,full_sentence_processing,-4.764207022530692,-4.622014787462023,0.14219223506866907,-33.349449157714844,-41.5981330871582,-8.24868392944336,7,9,passive,1,0,-0.14219223506866907,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.14219223506866907
26,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,an employer comforts a father .,a father is comforted by an employer .,<|endoftext|>,full_sentence_processing,-7.183891296386719,-5.891293419731988,1.2925978766547308,-50.28723907470703,-53.02164077758789,-2.7344017028808594,7,9,passive,1,0,-1.2925978766547308,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.2925978766547308
27,processing_teacher_forced,active,active,a doctor discovers an employee .,a scientist discovers a secretary .,a secretary is discovered by a scientist .,a doctor discovers an employee .,full_sentence_processing,-5.107827504475911,-4.7891998291015625,0.31862767537434866,-30.64696502685547,-38.3135986328125,-7.666633605957031,6,8,passive,1,0,-0.31862767537434866,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.31862767537434866
27,processing_teacher_forced,no_prime_eos,no_prime_eos,NA,a scientist discovers a secretary .,a secretary is discovered by a scientist .,<|endoftext|>,full_sentence_processing,-8.421046574910482,-7.025702953338623,1.395343621571859,-50.52627944946289,-56.205623626708984,-5.679344177246094,6,8,passive,1,0,-1.395343621571859,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,no_prime_eos,0,-1.395343621571859
28,processing_teacher_forced,active,active,a leader destroys a man .,an actor destroys an actress .,an actress is destroyed by an actor .,a leader destroys a man .,full_sentence_processing,-5.0699717203776045,-4.641055107116699,0.4289166132609053,-30.419830322265625,-37.128440856933594,-6.708610534667969,6,8,passive,1,0,-0.4289166132609053,gpt2_overlap_core,GPT-2 lexical-overlap CORE,gpt2-large,lexical_overlap,core_core,active,0,-0.4289166132609053
