dataset_id,dataset_label,analysis_id,analysis_group,measure,direction,question,reference_condition,target_condition,observed_reference,observed_target,observed_target_minus_reference,emmean_reference,emmean_target,emmean_reference_ci_low,emmean_reference_ci_high,emmean_target_ci_low,emmean_target_ci_high,fixed_effect_estimate,fixed_effect_ci_low,fixed_effect_ci_high,fixed_effect_statistic,fixed_effect_p,model_error
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,overall_prime_active_vs_passive,overall_prime_contrast,logprob,passive,Does a passive prime yield more passive preference than an active prime?,active,passive,0.31653646065335644,0.7444408667812863,0.42790440612792985,0.31653646065336655,0.7444408667812983,0.3067472635870224,0.32632565771971067,0.7346516697149541,0.7542300638476425,0.4279044061279317,0.41971813300070976,0.4360906792551536,102.50888988038679,0,NA
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,baseline_eos_vs_empty,baseline_bias,logprob,passive,Is the empty baseline more passive-biased than the EOS baseline?,no_prime_eos,no_prime_empty,0.4039060936909233,0.47461145829704215,0.07070536460611887,0.4039060936909137,0.47461145829703444,0.3901424549244081,0.4176697324574193,0.46084781953052883,0.48837509706354004,0.07070536460612074,0.05748225711774915,0.08392847209449233,10.486241133079643,4.176989423889412e-25,NA
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,baseline_eos_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the EOS baseline?,no_prime_eos,filler,0.4039060936909233,0.5190897930635989,0.11518369937267564,0.4039060936909226,0.5190897930635988,0.39326307331072563,0.4145491140711196,0.5084467726834019,0.5297328134437957,0.1151836993726762,0.10442237794202766,0.12594502080332473,20.99067581975653,6.992730913708125e-89,NA
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,baseline_empty_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the empty baseline?,no_prime_empty,filler,0.47461145829704215,0.5190897930635989,0.04447833476655677,0.4746114582970399,0.5190897930635971,0.46198600393206407,0.4872369126620157,0.5064643386986214,0.5317152474285729,0.04447833476655725,0.030327483292883338,0.05862918624023116,6.164061297901467,8.492567455047795e-10,NA
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,active_priming_vs_no_prime_eos,active_priming,logprob,active,Does an active prime increase active preference relative to the EOS baseline?,no_prime_eos,active,-0.4039060936909233,-0.31653646065335644,0.08736963303756684,-0.40390609369092095,-0.3165364606533528,-0.4152276369801106,-0.3925845504017313,-0.32785800394254244,-0.3052149173641631,0.08736963303756819,0.07665941317345226,0.09807985290168411,15.997905519852441,2.0409767432680036e-54,NA
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,active_priming_vs_no_prime_empty,active_priming,logprob,active,Does an active prime increase active preference relative to the empty baseline?,no_prime_empty,active,-0.47461145829704215,-0.31653646065335644,0.1580749976436857,-0.4746114582970373,-0.3165364606533529,-0.4878139415248335,-0.46140897506924117,-0.32973894388114905,-0.30333397742555673,0.15807499764368443,0.14363495919094332,0.17251503609642554,21.46821008462992,1.6532498104992947e-92,NA
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,active_priming_vs_filler,active_priming,logprob,active,Does an active prime increase active preference relative to the filler baseline?,filler,active,-0.5190897930635989,-0.31653646065335644,0.20255333241024248,-0.5190897930635935,-0.316536460653351,-0.5289964417776726,-0.5091831443495144,-0.32644310936743015,-0.30662981193927186,0.20255333241024248,0.19263831498704928,0.21246834983343568,40.06331790248052,1.364874308168204e-260,NA
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,passive_priming_vs_no_prime_eos,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the EOS baseline?,no_prime_eos,passive,0.4039060936909233,0.7444408667812863,0.340534773090363,0.403906093690921,0.7444408667812847,0.39337231146248686,0.41443987591935516,0.7339070845528506,0.7549746490097189,0.34053477309036373,0.32911634285305663,0.3519532033276708,58.48655823681281,0,NA
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,passive_priming_vs_no_prime_empty,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the empty baseline?,no_prime_empty,passive,0.47461145829704215,0.7444408667812863,0.26982940848424414,0.4746114582970442,0.7444408667812891,0.4620779517576635,0.48714496483642494,0.7319073602419084,0.7569743733206697,0.26982940848424486,0.25466979172972254,0.2849890252387672,34.90615890784249,1.6736166525930788e-210,NA
llama_strict_jabberwocky,LLaMA lexically controlled Jabberwocky,passive_priming_vs_filler,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the filler baseline?,filler,passive,0.5190897930635989,0.7444408667812863,0.22535107371768737,0.5190897930635986,0.7444408667812895,0.510093965475725,0.5280856206514721,0.735445039193416,0.753436694369163,0.22535107371769095,0.2162952416682655,0.2344069057671164,48.80139926194065,0,NA
