prompt_template,item_index,logp_active_target_given_active_prime,logp_active_target_given_passive_prime,logp_passive_target_given_active_prime,logp_passive_target_given_passive_prime,pe_active_target_logprob_same_minus_other,pe_passive_target_logprob_same_minus_other,pe_logprob_imbalance_passive_minus_active,logp_sum_active_target_given_active_prime,logp_sum_active_target_given_passive_prime,logp_sum_passive_target_given_active_prime,logp_sum_passive_target_given_passive_prime,pe_active_target_logprob_sum_same_minus_other,pe_passive_target_logprob_sum_same_minus_other,pe_logprob_sum_imbalance_passive_minus_active
processing_teacher_forced,0,-7.717447916666667,-6.299153645833333,-6.5938720703125,-5.0389404296875,-1.418294270833334,1.554931640625,2.973225911458334,-46.3046875,-37.794921875,-52.7509765625,-40.3115234375,-8.509765625,12.439453125,20.94921875
processing_teacher_forced,1,-7.047526041666667,-6.372721354166667,-5.85791015625,-5.105224609375,-0.6748046875,0.752685546875,1.427490234375,-42.28515625,-38.236328125,-46.86328125,-40.841796875,-4.048828125,6.021484375,10.0703125
processing_teacher_forced,2,-6.775716145833333,-7.4150390625,-6.1270751953125,-5.26611328125,0.639322916666667,0.8609619140625,0.22163899739583304,-40.654296875,-44.490234375,-49.0166015625,-42.12890625,3.8359375,6.8876953125,3.0517578125
processing_teacher_forced,3,-6.182291666666667,-6.3193359375,-5.759521484375,-4.656494140625,0.13704427083333304,1.10302734375,0.965983072916667,-37.09375,-37.916015625,-46.076171875,-37.251953125,0.822265625,8.82421875,8.001953125
processing_teacher_forced,4,-8.10546875,-6.2998046875,-7.001953125,-5.0623779296875,-1.8056640625,1.9395751953125,3.7452392578125,-48.6328125,-37.798828125,-56.015625,-40.4990234375,-10.833984375,15.5166015625,26.3505859375
processing_teacher_forced,5,-8.778645833333334,-6.9013671875,-7.03515625,-5.1129150390625,-1.877278645833334,1.9222412109375,3.799519856770834,-52.671875,-41.408203125,-56.28125,-40.9033203125,-11.263671875,15.3779296875,26.6416015625
processing_teacher_forced,6,-6.8310546875,-6.589680989583333,-6.387939453125,-5.42822265625,-0.24137369791666696,0.959716796875,1.201090494791667,-40.986328125,-39.5380859375,-51.103515625,-43.42578125,-1.4482421875,7.677734375,9.1259765625
processing_teacher_forced,7,-5.5302734375,-6.1005859375,-5.0400390625,-4.2674560546875,0.5703125,0.7725830078125,0.2022705078125,-33.181640625,-36.603515625,-40.3203125,-34.1396484375,3.421875,6.1806640625,2.7587890625
processing_teacher_forced,8,-7.525390625,-6.494466145833333,-5.9984130859375,-5.23760986328125,-1.030924479166667,0.76080322265625,1.791727701822917,-45.15234375,-38.966796875,-47.9873046875,-41.90087890625,-6.185546875,6.08642578125,12.27197265625
processing_teacher_forced,9,-7.106770833333333,-5.751302083333333,-5.2457275390625,-3.885284423828125,-1.35546875,1.360443115234375,2.715911865234375,-42.640625,-34.5078125,-41.9658203125,-31.082275390625,-8.1328125,10.883544921875,19.016357421875
