prompt_template,item_index,logp_active_target_given_active_prime,logp_active_target_given_passive_prime,logp_passive_target_given_active_prime,logp_passive_target_given_passive_prime,pe_active_target_logprob_same_minus_other,pe_passive_target_logprob_same_minus_other,pe_logprob_imbalance_passive_minus_active,logp_sum_active_target_given_active_prime,logp_sum_active_target_given_passive_prime,logp_sum_passive_target_given_active_prime,logp_sum_passive_target_given_passive_prime,pe_active_target_logprob_sum_same_minus_other,pe_passive_target_logprob_sum_same_minus_other,pe_logprob_sum_imbalance_passive_minus_active
processing_teacher_forced,0,-5.370442708333333,-5.256673177083333,-4.65185546875,-4.2467041015625,-0.11376953125,0.4051513671875,0.5189208984375,-32.22265625,-31.5400390625,-37.21484375,-33.9736328125,-0.6826171875,3.2412109375,3.923828125
processing_teacher_forced,1,-6.590169270833333,-6.993326822916667,-5.6123046875,-5.58905029296875,0.4031575520833339,0.02325439453125,-0.3799031575520839,-39.541015625,-41.9599609375,-44.8984375,-44.71240234375,2.4189453125,0.18603515625,-2.23291015625
processing_teacher_forced,2,-6.037760416666667,-6.347005208333333,-5.16552734375,-5.129150390625,0.3092447916666661,0.036376953125,-0.2728678385416661,-36.2265625,-38.08203125,-41.32421875,-41.033203125,1.85546875,0.291015625,-1.564453125
processing_teacher_forced,3,-6.806640625,-6.564453125,-5.51416015625,-5.186279296875,-0.2421875,0.327880859375,0.570068359375,-40.83984375,-39.38671875,-44.11328125,-41.490234375,-1.453125,2.623046875,4.076171875
processing_teacher_forced,4,-5.991373697916667,-5.76171875,-4.90625,-4.7939453125,-0.22965494791666696,0.1123046875,0.34195963541666696,-35.9482421875,-34.5703125,-39.25,-38.3515625,-1.3779296875,0.8984375,2.2763671875
processing_teacher_forced,5,-6.17333984375,-6.033365885416667,-5.466064453125,-5.02984619140625,-0.13997395833333304,0.43621826171875,0.576192220052083,-37.0400390625,-36.2001953125,-43.728515625,-40.23876953125,-0.83984375,3.48974609375,4.32958984375
processing_teacher_forced,6,-5.666178385416667,-5.6875,-4.823974609375,-4.824462890625,0.021321614583333037,-0.00048828125,-0.021809895833333037,-33.9970703125,-34.125,-38.591796875,-38.595703125,0.1279296875,-0.00390625,-0.1318359375
processing_teacher_forced,7,-5.338541666666667,-5.751953125,-4.62939453125,-4.81298828125,0.41341145833333304,-0.18359375,-0.597005208333333,-32.03125,-34.51171875,-37.03515625,-38.50390625,2.48046875,-1.46875,-3.94921875
processing_teacher_forced,8,-6.276041666666667,-6.188802083333333,-5.69000244140625,-5.31304931640625,-0.08723958333333393,0.376953125,0.4641927083333339,-37.65625,-37.1328125,-45.52001953125,-42.50439453125,-0.5234375,3.015625,3.5390625
processing_teacher_forced,9,-6.766927083333333,-7.152669270833333,-5.246337890625,-5.20977783203125,0.3857421875,0.03656005859375,-0.34918212890625,-40.6015625,-42.916015625,-41.970703125,-41.67822265625,2.314453125,0.29248046875,-2.02197265625
processing_teacher_forced,10,-6.3916015625,-6.572916666666667,-5.608642578125,-5.4261474609375,0.18131510416666696,0.1824951171875,0.0011800130208330373,-38.349609375,-39.4375,-44.869140625,-43.4091796875,1.087890625,1.4599609375,0.3720703125
processing_teacher_forced,11,-6.309895833333333,-6.614095052083333,-5.201416015625,-5.0479736328125,0.30419921875,0.1534423828125,-0.1507568359375,-37.859375,-39.6845703125,-41.611328125,-40.3837890625,1.8251953125,1.2275390625,-0.59765625
processing_teacher_forced,12,-6.2724609375,-6.43115234375,-5.393798828125,-5.2120361328125,0.15869140625,0.1817626953125,0.0230712890625,-37.634765625,-38.5869140625,-43.150390625,-41.6962890625,0.9521484375,1.4541015625,0.501953125
processing_teacher_forced,13,-5.994466145833333,-5.811848958333333,-4.498046875,-4.4637451171875,-0.1826171875,0.0343017578125,0.2169189453125,-35.966796875,-34.87109375,-35.984375,-35.7099609375,-1.095703125,0.2744140625,1.3701171875
processing_teacher_forced,14,-5.186100551060268,-5.524880545479911,-5.409830729166667,-5.081597222222222,0.33877999441964235,0.32823350694444464,-0.010546487475197708,-36.302703857421875,-38.674163818359375,-48.6884765625,-45.734375,2.3714599609375,2.9541015625,0.5826416015625
processing_teacher_forced,15,-6.382533482142857,-6.652064732142857,-4.594675699869792,-4.447623782687717,0.26953125,0.14705191718207455,-0.12247933281792545,-44.677734375,-46.564453125,-41.352081298828125,-40.02861404418945,1.88671875,1.3234672546386719,-0.5632514953613281
processing_teacher_forced,16,-6.462076822916667,-7.16015625,-5.407958984375,-5.46380615234375,0.698079427083333,-0.05584716796875,-0.753926595052083,-38.7724609375,-42.9609375,-43.263671875,-43.71044921875,4.1884765625,-0.44677734375,-4.63525390625
processing_teacher_forced,17,-5.6103515625,-5.998209635416667,-4.8580322265625,-4.890869140625,0.38785807291666696,-0.0328369140625,-0.42069498697916696,-33.662109375,-35.9892578125,-38.8642578125,-39.126953125,2.3271484375,-0.2626953125,-2.58984375
processing_teacher_forced,18,-5.343424479166667,-5.507161458333333,-5.12176513671875,-5.078369140625,0.16373697916666607,0.04339599609375,-0.12034098307291607,-32.060546875,-33.04296875,-40.97412109375,-40.626953125,0.982421875,0.34716796875,-0.63525390625
processing_teacher_forced,19,-5.511393229166667,-5.381510416666667,-4.677490234375,-4.450439453125,-0.1298828125,0.22705078125,0.35693359375,-33.068359375,-32.2890625,-37.419921875,-35.603515625,-0.779296875,1.81640625,2.595703125
processing_teacher_forced,20,-5.251953125,-4.902669270833333,-4.456787109375,-4.138916015625,-0.34928385416666696,0.31787109375,0.667154947916667,-31.51171875,-29.416015625,-35.654296875,-33.111328125,-2.095703125,2.54296875,4.638671875
processing_teacher_forced,21,-5.658203125,-5.538899739583333,-4.691650390625,-4.607940673828125,-0.11930338541666696,0.083709716796875,0.20301310221354196,-33.94921875,-33.2333984375,-37.533203125,-36.863525390625,-0.7158203125,0.669677734375,1.385498046875
processing_teacher_forced,22,-4.849609375,-5.067708333333333,-4.7152099609375,-4.686279296875,0.21809895833333304,0.0289306640625,-0.18916829427083304,-29.09765625,-30.40625,-37.7216796875,-37.490234375,1.30859375,0.2314453125,-1.0771484375
processing_teacher_forced,23,-5.344075520833333,-5.1123046875,-4.451416015625,-4.328369140625,-0.23177083333333304,0.123046875,0.35481770833333304,-32.064453125,-30.673828125,-35.611328125,-34.626953125,-1.390625,0.984375,2.375
